FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-9.214	3.081	-1.609	5.287	3.096	3.467	1.401	6.452	8.084	0.946	4.251	-0.775	1.407	6.414	-5.005	4.066	-2.148	-9.373	0.840	7.486	7.625	-0.546	-3.604	2.836	0.423	2.887	-0.677	2.296	5	ScrambledCars
-1.864	-8.759	-0.188	-8.110	-5.204	-4.163	-3.432	-1.604	4.835	1.184	5.283	6.928	0.020	-2.017	-3.073	-9.360	-4.137	5.955	0.419	-11.168	-6.676	-1.271	2.482	0.075	14.517	4.600	2.350	8.026	5	ScrambledCars
-15.203	-11.736	-12.244	-13.343	-15.339	-10.901	-7.236	2.376	12.906	2.731	16.047	9.368	-12.055	-15.325	-8.705	-11.484	-5.191	2.000	-2.918	-13.378	-12.064	-1.282	5.850	8.777	22.141	25.464	13.551	15.847	5	ScrambledFaces
-0.123	-3.640	-4.694	-4.266	-5.205	-6.027	1.521	9.236	13.955	5.695	11.095	10.665	-7.844	-9.925	-4.587	-4.980	-1.649	-9.302	-4.193	-6.829	-7.289	-4.395	-0.729	-6.118	7.818	10.224	1.201	8.806	5	Cars
-4.285	-2.411	-7.122	-1.857	-6.054	-3.668	-0.499	1.660	3.407	2.878	6.377	2.254	1.500	-0.590	-1.064	3.395	-2.062	-2.019	-4.637	0.880	-2.793	-7.618	-7.436	-1.251	-1.104	3.037	3.706	-0.283	5	ScrambledCars
-6.660	-10.418	5.455	-5.276	-6.104	2.811	-5.990	2.427	2.084	-1.726	9.520	8.467	-6.595	-4.383	-8.614	-10.684	-5.170	-4.016	-3.395	-7.587	-6.829	0.123	-0.643	-0.627	11.181	16.193	2.058	11.610	5	Faces
6.693	2.219	12.052	1.257	-6.122	1.084	-6.600	7.686	6.885	-5.506	5.048	2.483	-16.620	-15.284	-2.570	-4.336	-2.183	1.801	-8.105	-4.968	-10.802	-10.035	-5.076	-11.420	4.943	7.267	-4.236	4.223	5	Faces
6.256	-1.097	-3.677	2.572	-1.064	-6.554	0.098	-2.267	-7.124	-5.625	-7.848	-6.351	-6.635	-2.020	6.835	3.321	12.448	8.072	6.678	2.920	3.532	5.593	1.134	-5.842	3.419	-2.355	-11.929	-5.546	5	Faces
-1.613	6.572	6.740	2.695	-2.229	-2.580	-1.483	-2.818	-3.377	0.340	-2.104	-2.897	-1.925	0.673	-0.656	4.302	1.751	-4.166	0.597	4.341	0.940	-2.218	-4.640	1.238	0.235	1.734	-1.015	1.464	5	Cars
3.387	-3.632	3.018	-2.744	-3.056	1.768	-11.818	0.933	0.177	-11.979	1.712	-3.712	-14.412	-8.658	-1.907	-0.692	-1.581	3.985	2.272	-2.732	-3.808	-0.441	-0.231	-9.553	2.778	-0.398	-9.244	0.636	5	Faces
-10.013	-11.092	-6.411	-13.066	-10.870	-4.518	-5.728	8.515	8.707	-0.628	5.927	4.783	-13.994	-12.833	-5.465	-10.889	-4.546	13.324	-1.203	-12.396	-12.683	-1.103	7.835	-1.098	9.499	9.829	-1.039	7.312	5	Cars
11.727	10.068	5.818	3.330	2.336	1.732	-1.825	1.805	-0.982	-6.089	-6.629	-6.596	-2.956	-10.341	2.711	2.648	0.850	-0.028	-5.572	-4.028	-7.195	-14.441	-11.479	-15.219	-3.978	1.911	-11.859	-6.411	5	ScrambledFaces
-5.175	-2.758	-0.753	-5.093	-5.076	-4.333	-3.390	3.136	3.367	-0.500	3.534	3.257	-6.552	-5.435	-4.399	-0.650	1.931	-8.044	-1.138	-5.176	-4.608	-5.509	-5.539	-2.277	6.909	9.811	0.502	2.805	5	ScrambledFaces
