FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-11.278	1.350	5.955	1.993	0.915	-0.965	1.733	1.457	3.558	6.792	3.174	-0.553	8.718	4.526	4.156	0.623	-0.007	-8.245	-19.689	2.763	5.344	-0.245	-0.364	5.834	0.549	1.930	0.010	8.556	6	ScrambledCars
-4.604	-1.122	2.564	-0.143	2.433	-4.002	-2.826	-5.013	-2.703	4.073	-0.472	-1.439	-3.714	2.860	4.756	-2.828	-2.418	-5.848	27.639	-2.849	-2.522	-6.397	-4.591	0.245	1.654	2.342	0.676	0.638	6	ScrambledCars
-14.070	1.814	-4.902	1.850	1.779	-4.478	1.698	-1.692	-1.840	-0.617	-1.879	0.166	10.665	5.896	0.025	1.944	7.273	0.465	8.445	7.632	10.543	9.602	3.402	5.033	-0.034	-1.152	0.786	6.110	6	Faces
-0.478	0.718	-4.276	1.555	1.177	4.456	-0.744	-0.190	-2.029	-1.725	-1.916	-5.513	-7.318	0.930	6.861	1.121	-8.746	-4.900	1.117	5.656	3.636	4.796	1.459	5.140	4.719	3.442	2.188	7.493	6	ScrambledFaces
-8.779	-4.825	-9.466	-5.058	1.113	-7.768	0.233	-3.305	0.162	-1.596	0.811	-1.808	-2.142	-1.874	1.868	-2.766	4.907	6.269	26.338	-1.737	-2.561	-0.845	6.731	2.309	3.433	1.733	0.778	-1.965	6	Cars
-7.229	-10.148	-8.132	-8.319	2.147	-3.398	2.942	4.671	6.205	7.461	4.059	3.603	2.472	9.746	-8.177	-6.224	-7.713	-0.946	-4.867	-4.084	5.022	2.186	1.631	7.665	7.130	5.440	5.926	5.431	6	ScrambledCars
-6.201	-5.274	2.237	-4.157	-3.129	-1.463	-3.568	2.939	3.436	3.350	2.023	1.548	-5.620	1.801	-2.396	-1.811	-1.581	5.675	3.024	0.917	3.640	1.624	-1.884	-3.056	0.318	2.497	-4.188	-3.027	6	ScrambledCars
-1.527	2.714	-1.132	-0.763	3.254	-0.146	-5.018	-0.134	-2.454	-2.983	-4.411	-3.960	-2.317	-0.312	1.421	2.753	-3.056	-7.262	4.754	3.537	1.660	2.937	-0.873	1.863	-2.304	2.955	5.273	5.026	6	Cars
-5.277	-2.648	-5.270	-3.569	1.250	-5.529	-1.721	-6.059	-1.198	-1.332	-3.019	0.738	0.617	1.125	-5.839	-0.030	1.693	-0.908	8.203	-1.208	0.695	2.528	4.341	5.187	6.082	6.143	1.358	-4.878	6	Cars
-9.317	-4.543	-9.391	0.535	6.767	1.367	5.739	-2.792	0.751	6.670	3.454	0.286	12.946	7.764	-12.618	-1.073	-1.253	-11.316	1.564	1.052	7.098	4.331	-0.886	5.133	3.113	6.098	9.206	-0.320	6	ScrambledCars
-4.112	2.138	4.326	-4.550	-4.001	-2.574	-5.122	0.444	-0.765	-5.707	-3.792	-0.289	-4.977	-1.638	-4.100	-2.104	6.845	4.311	0.184	-0.082	-1.278	3.439	0.399	-0.837	2.809	4.579	-0.503	-5.127	6	ScrambledFaces
