FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-9.803	-10.594	-11.749	-11.401	-6.717	1.212	3.753	2.460	11.714	10.832	14.149	14.168	4.835	-1.354	-3.998	-9.496	-2.782	-1.164	-1.121	-6.957	-4.661	1.779	-4.744	7.964	7.387	17.579	14.873	17.664	1	Cars
-6.031	-0.993	-0.269	1.749	2.902	4.462	10.514	6.932	8.054	7.757	8.654	-2.397	8.571	5.197	-1.292	0.224	-0.421	-1.313	-2.178	-1.051	2.651	-3.532	-4.384	8.407	-1.381	-2.735	6.300	6.556	1	Cars
-1.459	-3.652	-10.908	-3.888	-5.324	-5.226	8.511	3.846	10.427	14.528	11.472	15.369	4.033	1.023	0.637	-3.282	-1.651	-1.183	-4.775	0.865	-3.138	-3.313	-6.823	4.219	-1.150	7.115	10.472	7.236	1	Cars
1.020	-5.360	-0.802	-3.714	-4.376	1.600	-6.810	-5.152	-0.965	-8.185	-1.680	-1.366	-8.357	-5.534	-0.333	-1.663	-0.855	2.136	0.499	-4.722	-3.106	1.054	6.752	2.079	7.847	9.666	8.800	7.442	1	ScrambledFaces
-5.350	-2.489	-6.602	-2.762	-0.880	-5.892	4.867	-3.280	-2.752	10.687	4.930	-7.118	12.348	7.031	1.551	0.654	2.891	1.453	0.569	0.350	4.565	4.116	-1.125	9.634	-4.313	-1.470	10.729	4.928	1	Faces
-2.156	-8.454	-4.469	-8.131	-10.601	-10.580	-6.368	0.403	8.182	-0.395	9.595	12.569	-11.032	-13.903	-3.680	-8.691	-6.997	-1.306	-6.062	-9.996	-11.542	-2.054	-1.224	14.922	20.072	33.208	23.939	20.390	1	ScrambledCars
-10.385	-8.779	1.040	-8.261	-7.402	-7.476	-6.061	4.593	0.643	-4.529	6.519	6.149	-13.200	-13.820	-9.363	-9.727	-10.337	-3.742	-8.674	-11.376	-12.136	-5.486	0.177	7.731	23.262	30.237	20.616	13.198	1	ScrambledCars
8.452	4.968	3.043	0.052	-1.934	-0.667	-13.336	9.769	0.855	-8.226	-4.691	-9.795	-22.860	-13.808	-0.499	3.443	-3.891	-2.532	-3.632	-0.706	-6.328	-9.002	-3.054	-4.681	11.445	12.818	-1.372	5.046	1	ScrambledCars
-5.590	-1.802	-4.835	-4.885	-7.737	-5.126	-5.175	-5.400	-3.064	-7.269	3.447	2.878	-2.675	-2.629	-0.909	2.543	1.759	0.771	2.074	-1.793	-4.857	1.679	0.112	4.909	4.920	6.772	10.052	2.706	1	ScrambledFaces
0.951	5.249	4.325	2.448	-2.510	-2.583	-9.953	-6.408	-6.305	-9.086	-1.804	-7.723	-18.528	-10.128	0.488	4.583	1.819	1.571	2.221	3.695	-1.562	1.172	5.562	0.218	0.188	1.869	0.585	7.410	1	Faces
-11.618	-6.143	-9.345	-4.306	-0.690	-2.961	13.021	8.156	12.062	14.819	10.813	7.392	16.747	10.971	-4.854	-10.518	-5.668	-4.200	-7.357	-3.962	1.472	1.245	-10.295	16.130	5.477	14.862	18.158	11.506	1	ScrambledFaces
10.456	3.829	0.736	0.247	0.274	-3.250	-2.291	-4.635	-5.500	-9.300	-7.749	-8.116	1.805	1.636	5.963	4.288	5.908	3.667	7.720	2.203	5.729	5.592	5.137	1.779	-7.483	-8.929	-11.564	-8.530	1	ScrambledCars
-3.925	-2.293	0.328	-4.321	0.654	-7.126	6.785	-58.319	9.751	11.154	17.129	12.020	3.169	1.385	1.449	-8.933	-0.856	3.488	-3.347	-3.882	-2.514	-3.179	-0.741	8.064	9.167	13.744	6.949	8.585	1	Cars
20.826	6.910	6.112	4.713	-1.794	-11.704	-4.988	-2.524	-11.244	-13.981	-5.098	-10.543	-2.864	-1.570	7.811	5.708	2.061	0.068	1.636	1.048	-2.217	-4.477	-5.260	-4.107	-3.275	-4.306	-1.212	-5.391	1	ScrambledCars
7.940	-7.281	-2.670	-7.035	-4.583	1.028	-7.895	2.321	2.962	0.572	4.691	5.708	-4.589	-7.494	-0.108	-6.869	-5.012	-0.752	-3.941	-7.108	-8.867	-8.878	-0.695	-4.405	8.392	8.208	6.525	3.098	1	ScrambledFaces
-3.400	-3.897	-0.055	-2.590	-3.106	0.696	-1.471	-8.780	0.608	4.323	6.478	-3.033	3.488	2.153	-0.340	-1.197	0.565	0.602	0.477	-2.260	-0.265	-1.527	-0.561	5.319	1.131	1.268	5.286	5.835	1	Faces
-8.303	-2.432	1.110	-1.684	-0.373	-0.544	0.495	0.278	-5.353	5.171	-3.805	4.348	4.686	4.240	-0.419	3.846	5.676	2.681	7.483	1.682	1.830	4.750	4.567	1.754	-6.003	-5.577	-5.679	-0.370	1	Faces
5.157	8.960	6.908	6.457	1.694	5.990	-2.648	-2.655	3.148	-5.951	-2.679	-9.136	-2.575	-2.242	2.655	6.220	2.024	-0.422	0.703	4.213	0.888	-2.693	-3.121	-0.553	-3.257	-4.438	0.292	-3.895	1	Faces
-18.602	-6.897	-15.701	-2.647	1.691	-5.828	15.083	3.980	10.674	15.877	10.271	2.948	15.797	9.804	-3.387	-0.072	1.907	-0.299	-0.465	2.285	6.888	6.223	-4.824	11.168	1.773	1.778	5.304	1.249	1	Cars
-6.452	-6.004	-3.689	-8.416	-7.134	-5.793	-1.519	1.926	6.424	2.273	3.230	0.453	-1.474	-3.759	-3.819	-6.203	-2.738	-0.431	-0.432	-8.620	-7.189	-1.247	0.467	4.482	9.066	5.930	9.530	9.656	1	ScrambledFaces
-15.064	-6.852	-9.789	-6.275	-2.411	-6.768	3.235	-7.848	-10.357	2.169	8.700	2.020	11.091	7.446	-2.924	-4.224	2.261	2.751	2.647	1.649	4.935	5.545	5.236	12.594	2.592	3.887	12.184	10.162	1	Faces
-2.497	1.967	-2.271	-0.581	-0.206	-5.984	3.537	-8.780	-5.037	2.866	-5.698	-2.386	9.814	11.421	3.219	2.300	5.439	4.305	3.846	5.310	7.757	3.254	6.599	3.695	-8.787	-9.015	3.397	-0.604	1	Faces
9.287	10.793	6.559	4.851	3.982	3.279	-11.126	-12.107	-15.595	-12.039	-9.489	-1.264	-5.557	0.842	6.379	15.677	6.970	1.083	4.317	13.747	9.700	-1.934	-4.129	-5.119	-4.092	-7.068	-8.279	-10.514	1	ScrambledFaces
2.952	2.964	-3.987	7.238	6.395	-5.110	1.609	-0.387	-3.005	-1.353	-2.793	-4.198	1.635	2.876	6.044	7.230	7.762	4.559	5.958	9.156	7.270	5.913	3.892	3.487	-8.868	-9.168	6.486	-6.892	1	Faces
4.349	-1.055	-1.748	2.673	0.920	-2.838	-9.369	-19.379	-13.242	-17.415	-12.066	8.220	0.956	3.136	2.133	-1.914	-0.071	2.348	-0.559	0.560	2.895	5.822	5.821	8.371	3.867	7.076	7.332	3.741	1	Faces
-11.043	-6.563	-4.558	-7.636	-4.387	-1.950	-6.427	6.228	4.492	-2.880	7.363	11.217	-3.638	-6.353	-7.677	-10.378	-5.870	-3.118	-2.116	-7.381	-6.955	1.583	-2.601	6.796	13.090	21.251	13.149	12.813	1	ScrambledFaces
-0.300	3.727	-1.845	-0.129	-2.047	-1.473	5.820	-0.943	-0.906	1.843	-3.781	-5.711	14.531	7.485	3.621	5.182	3.915	3.254	0.873	4.484	3.748	0.400	2.452	8.153	0.955	3.592	11.122	1.850	1	ScrambledFaces
-0.209	-4.276	0.168	-4.167	2.704	7.616	5.307	3.755	5.654	5.516	8.236	-1.082	3.576	1.640	-1.009	-2.740	-1.884	0.079	-1.492	-2.681	-1.585	-0.857	1.712	1.987	3.480	-3.419	-3.506	4.428	1	Cars
-18.020	-13.486	-1.161	-12.930	-8.928	-21.717	1.995	14.332	24.072	16.631	16.263	13.061	-7.401	-10.217	-12.111	-16.431	-9.972	-3.365	-4.916	-15.099	-10.511	2.547	1.941	6.550	17.630	14.754	8.253	18.133	1	ScrambledFaces
3.670	1.453	-8.883	-1.325	5.586	7.605	-3.493	-9.909	-7.704	-2.551	-3.845	0.900	4.604	3.683	4.193	1.373	3.445	4.781	2.596	1.681	2.076	1.751	5.156	5.317	6.722	0.187	2.639	10.079	1	Cars
17.510	12.127	5.216	9.617	6.438	14.160	-1.712	0.582	-0.561	-2.513	-1.785	-15.741	-7.397	-2.295	5.598	4.646	-0.627	-1.233	-2.575	3.027	0.482	-0.099	-4.634	-10.678	-3.591	-5.820	-10.526	1.363	1	Cars
-12.423	-7.472	-16.259	-1.109	0.414	-0.593	0.785	-6.140	7.111	1.454	0.927	1.004	4.081	4.223	-4.297	-7.977	-1.812	1.456	-1.475	-3.086	1.913	1.862	5.393	5.884	6.222	6.450	2.175	-1.546	1	ScrambledFaces
9.728	2.679	5.937	-1.854	-6.820	1.456	-6.340	10.919	2.963	-1.578	5.721	-11.147	-6.707	-6.273	0.615	-1.140	-2.616	-3.601	-0.627	-3.785	-2.727	-4.146	-7.526	-0.611	0.484	2.564	-0.076	-2.734	1	ScrambledCars
-13.816	-9.739	-2.375	-6.192	0.226	-5.576	2.315	9.326	9.508	6.219	9.444	9.105	4.726	0.004	-8.828	-13.088	-7.948	-3.311	-6.173	-9.106	-6.641	-1.549	0.544	7.223	7.606	6.256	11.205	3.832	1	ScrambledCars
-1.997	1.021	-1.001	2.416	0.441	0.755	4.107	1.783	-0.805	1.478	3.245	-0.886	5.266	2.983	-0.257	-0.160	-0.420	-1.095	-1.563	-0.228	-0.125	0.004	-3.288	4.946	-2.138	2.278	4.016	6.933	1	ScrambledCars
-17.032	-12.802	-13.493	-9.851	-5.442	-4.964	6.354	2.880	11.610	17.558	17.383	9.179	12.798	3.150	-5.438	-10.483	-3.711	-0.810	-5.109	-8.948	-4.643	-4.748	-2.384	12.510	3.103	11.004	25.585	18.736	1	Faces
10.752	0.980	-0.194	0.619	-3.459	-7.093	2.034	-6.072	-5.529	5.805	-7.186	-0.515	-3.075	-4.328	5.864	4.875	2.946	2.401	1.511	1.484	-3.234	-0.372	-1.158	-6.966	1.756	-1.051	-2.603	-3.170	1	Cars
-4.209	2.906	-0.872	4.064	1.721	8.013	2.347	-4.343	1.329	1.219	0.483	-3.635	8.590	2.816	1.117	3.706	3.871	2.119	2.635	5.233	2.228	1.102	2.329	2.224	-3.807	-0.646	0.632	-7.834	1	ScrambledFaces
-0.175	-4.711	-1.758	0.588	0.529	-1.929	4.282	3.081	3.915	5.555	-2.600	-0.045	9.526	7.741	0.813	-2.868	-0.442	1.623	-0.742	-1.533	2.198	4.243	1.341	11.342	9.498	5.278	11.473	0.079	1	ScrambledCars
-13.446	-3.100	-1.166	-3.735	-6.431	-13.879	-5.024	-7.497	-8.934	-6.099	-5.089	-0.973	1.152	1.017	-5.126	-1.507	-0.164	1.753	1.870	1.755	-1.168	6.074	6.123	6.622	17.991	15.248	7.545	-0.045	1	ScrambledCars
-12.482	-4.707	-0.584	-4.709	0.676	3.159	2.807	4.615	14.007	2.774	5.794	9.751	-4.475	-0.939	-5.173	-1.246	-0.283	-1.156	1.435	-1.030	1.627	-0.691	0.048	-0.538	-0.199	2.248	-0.786	-1.698	1	Faces
14.556	8.659	12.106	6.923	2.259	0.432	-2.036	1.176	-3.061	-6.946	-8.210	-17.533	-12.099	-5.654	5.211	14.378	2.480	-2.851	-0.528	7.131	-0.101	-3.685	-6.691	-14.386	-13.798	-17.205	-17.661	-15.168	1	ScrambledFaces
-13.465	0.858	-10.587	2.659	-1.644	-4.801	-1.167	1.455	3.256	-0.285	-5.676	-10.589	2.190	4.577	-1.542	6.661	4.250	1.973	2.497	7.034	5.205	5.038	0.635	6.627	9.485	7.263	11.325	-3.390	1	ScrambledFaces
-1.825	-3.402	0.562	-4.600	-7.143	-5.842	-6.452	3.333	6.825	-4.824	2.886	6.780	-1.097	-4.431	-3.278	-1.644	-4.144	-3.112	-3.741	-3.357	-4.344	-5.614	-4.669	-2.341	6.228	9.136	5.480	10.873	1	Cars
3.882	-4.186	0.933	-6.196	-3.435	2.244	2.027	1.686	1.038	5.183	2.985	6.948	-3.783	-5.440	-1.227	-3.464	-5.436	-2.484	-7.176	-4.156	-4.069	-4.859	-0.451	-7.176	-2.290	-1.477	-2.740	1.575	1	Cars
-4.086	2.132	-1.138	2.693	-0.270	-0.571	-1.830	1.284	7.108	1.836	2.906	2.447	1.152	0.131	0.562	1.720	2.374	1.637	1.605	3.349	0.669	4.051	2.115	11.166	-0.059	4.111	10.420	-0.969	1	ScrambledFaces
14.363	6.663	-5.400	5.467	0.577	-4.069	1.357	-1.999	1.550	2.651	0.327	-1.452	-0.001	2.327	7.264	5.490	0.940	0.229	-4.670	6.091	4.348	-2.334	-3.765	-9.722	-10.405	-8.814	-1.214	-2.862	1	ScrambledCars
-10.626	-8.712	-5.552	-2.214	-5.205	-2.331	-1.791	3.807	-0.745	0.792	3.852	3.971	-3.457	-3.894	-6.239	-4.516	-4.861	-0.519	-4.995	-6.149	-2.456	-6.251	7.370	0.156	4.030	9.278	-2.223	3.576	1	Cars
0.042	1.233	-1.501	1.677	-0.318	0.623	-4.412	-1.504	-3.461	-4.091	-3.926	-8.160	-1.818	-0.911	0.774	3.492	1.401	1.084	0.841	0.010	0.973	2.270	3.371	3.908	-0.236	-0.442	-2.341	-1.417	1	Faces
0.768	2.601	-11.399	6.954	4.123	9.112	-0.461	-28.331	1.245	-1.807	-4.661	-3.970	-2.199	0.841	5.300	3.795	8.066	4.840	8.509	1.940	1.990	6.692	-1.229	-3.185	1.284	0.698	-5.564	-10.838	1	ScrambledCars
-0.260	-4.410	6.942	-3.280	-0.696	-6.729	4.614	2.701	11.926	5.866	-3.693	-6.444	11.259	5.003	-0.609	2.043	-2.318	-0.879	-5.758	-0.884	0.580	0.400	7.065	1.206	-15.222	-15.999	-11.750	-1.056	1	ScrambledCars
