FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-10.207	-12.276	-0.880	-12.626	-10.670	-7.828	4.171	8.571	5.899	-2.000	3.153	4.343	-10.387	-6.042	-5.046	-11.065	-1.567	-1.279	-1.140	-5.510	-8.193	-7.209	0.899	-1.425	16.298	11.692	2.387	19.395	23	ScrambledFaces
-25.764	4.181	-16.652	-3.300	-6.489	0.851	-4.395	-3.356	-0.434	2.259	0.603	6.540	6.118	4.051	-10.018	3.750	5.916	5.913	2.026	1.611	2.946	3.783	5.660	10.113	22.001	1.752	1.880	6.678	23	Faces
2.979	-29.356	-0.530	-9.818	1.389	-7.042	4.992	1.273	2.281	12.589	8.642	7.210	-2.108	9.757	1.932	6.032	0.213	-2.786	2.420	3.216	5.024	-4.429	-3.432	2.093	-11.092	4.921	-1.423	5.328	23	Faces
2.273	3.048	5.717	-5.440	-1.354	-0.653	-4.124	4.541	10.142	-6.662	11.597	0.781	-8.842	-28.481	-20.365	-9.829	2.524	2.133	-9.555	-3.888	-8.169	-0.002	0.211	-7.587	-3.343	2.487	3.350	13.523	23	ScrambledCars
1.828	9.958	-9.000	7.682	6.271	-8.722	-3.166	-3.357	-5.779	0.641	-0.725	-2.584	-2.497	-0.980	8.409	9.142	6.611	8.330	-3.912	0.744	-3.218	2.346	-1.455	-1.248	-6.677	-2.766	-1.878	-1.562	23	Faces
-9.185	-4.032	-13.002	-11.381	1.770	-6.727	-2.528	2.375	5.000	-3.474	-2.124	-1.150	-13.149	8.227	-6.972	0.115	7.513	-4.259	21.120	1.780	-4.806	12.144	-2.746	2.628	4.197	1.052	0.700	1.315	23	Cars
-8.898	-7.295	-8.430	0.962	-5.106	2.420	3.848	5.971	13.620	12.271	14.624	9.128	1.979	-11.520	-7.615	-14.897	-9.239	3.781	-5.061	-11.930	-7.211	-14.505	-4.728	0.213	3.778	17.344	10.561	18.836	23	Cars
-2.450	-1.481	-5.651	-7.872	-3.515	0.743	-5.308	-0.054	-2.950	-9.670	-6.315	-4.788	1.673	-3.635	4.553	-2.656	0.983	4.552	7.220	2.768	4.350	6.674	5.177	4.514	1.163	-4.914	0.950	-5.273	23	Faces
2.377	5.548	8.028	10.454	-2.708	-0.581	-2.399	-5.464	-9.461	-16.627	-1.687	-3.343	-15.148	-15.731	6.738	-7.383	-3.916	5.617	17.090	-5.386	0.697	6.829	-0.997	-10.447	3.003	22.028	-1.014	-3.646	23	Cars
-7.269	6.793	12.816	1.332	-2.497	-2.339	5.566	4.128	9.067	0.562	-1.769	1.203	4.593	-4.468	-2.329	0.320	7.357	1.801	-3.869	-2.060	-4.054	1.423	4.814	5.969	3.074	-5.893	1.089	10.349	23	ScrambledFaces
-3.122	-4.748	-6.750	-14.276	-1.626	-3.566	0.163	12.775	2.774	12.900	5.599	1.959	-14.491	-4.864	17.750	4.093	0.178	-4.848	-8.989	-3.253	-5.903	-8.074	-6.634	-0.466	2.308	0.452	-4.641	2.255	23	Cars
