FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-16.165	-9.378	-7.802	-1.639	-1.667	1.369	1.667	14.060	14.533	13.243	19.122	20.810	-3.910	-4.791	-30.811	-10.864	-15.967	-14.678	-9.709	-5.954	-5.905	-12.571	-10.454	-0.884	11.600	19.113	16.771	19.545	3	Cars
-21.539	-18.372	-12.615	-11.027	-11.064	-5.444	-0.375	14.898	17.524	9.955	18.862	12.000	-11.326	-14.538	-31.169	-12.026	-5.017	-7.317	-3.698	-13.059	-15.598	-7.178	-8.739	-1.240	16.070	26.810	17.679	28.828	3	ScrambledFaces
-12.222	-7.646	-9.520	-6.238	-6.927	-8.631	8.841	6.489	10.465	12.142	13.900	9.247	6.294	3.296	-22.678	-10.406	-4.597	-7.486	3.594	-6.716	1.549	0.501	1.501	10.553	17.472	20.633	14.186	16.165	3	ScrambledCars
-5.309	-3.880	-9.802	-3.134	-3.455	-13.102	1.156	-9.498	4.424	9.611	11.485	1.243	9.599	5.230	-17.209	5.809	0.815	-12.171	3.730	6.673	5.588	-0.475	-8.059	9.949	14.854	18.203	13.440	17.427	3	Cars
-35.662	-30.237	-25.615	-22.569	-15.890	-14.921	2.001	16.773	27.322	24.716	29.274	46.030	3.730	-9.517	-64.422	-19.454	-11.714	-32.596	-14.676	-14.401	-12.842	-3.340	-13.026	23.216	35.216	45.659	39.123	44.225	3	ScrambledCars
-33.690	-24.305	-30.135	-15.698	-5.620	-6.221	11.806	23.345	29.565	24.497	32.518	44.496	7.480	1.811	-56.418	-20.092	-19.442	-28.633	-8.868	-10.614	-2.106	-7.244	-9.781	11.667	32.604	42.719	31.197	31.200	3	Faces
-25.523	-21.465	-24.944	-6.180	11.001	0.237	20.912	8.844	19.157	27.228	28.471	17.981	18.183	12.166	-50.584	-13.656	-16.616	-23.372	-6.231	-7.170	4.129	4.555	-1.912	21.633	22.735	18.228	29.035	24.901	3	ScrambledCars
-9.949	-4.978	-5.221	-0.367	-12.001	-7.570	-11.221	0.068	12.526	7.512	12.474	8.093	-11.896	-16.430	-15.718	-4.775	4.178	-2.256	-2.984	-0.395	-10.437	-9.518	-3.705	-2.811	13.744	22.890	11.907	18.026	3	Faces
-17.883	-15.226	-14.849	-11.354	-8.823	-11.383	2.789	6.689	16.865	15.896	28.643	10.169	2.769	-0.169	-26.355	-14.229	-6.717	-9.832	-3.049	-7.009	-5.408	-4.229	-6.303	2.610	20.483	30.002	20.264	27.028	3	Faces
-18.482	-19.069	-18.570	-18.290	-13.019	-16.770	-1.476	6.541	18.075	11.048	23.471	24.028	-5.054	-7.533	-23.237	-7.553	1.083	-2.818	5.433	-6.743	-5.218	-2.919	-3.065	1.338	15.939	22.344	16.128	21.928	3	Cars
-3.159	1.131	-6.082	-9.431	-13.443	-12.563	8.927	13.927	20.850	14.510	15.975	8.907	-1.779	-2.701	-14.342	0.826	3.826	-21.774	0.072	-3.782	-5.989	-3.388	-10.519	0.610	4.969	9.261	5.676	8.835	3	Faces
-17.455	-10.566	-10.113	0.234	1.765	1.442	7.467	12.538	19.276	16.301	25.068	26.333	-3.462	-7.046	-33.142	-18.577	-9.199	-18.355	-1.167	-11.377	-8.193	-6.920	-18.012	0.513	14.539	24.426	18.947	26.282	3	Faces
-27.251	-23.488	-22.023	-22.823	-17.153	-17.407	6.916	17.069	27.321	23.749	27.284	32.325	9.500	-0.624	-41.053	-23.157	-24.724	-17.226	-11.148	-18.883	-12.891	-5.084	-6.789	13.568	23.799	31.785	27.590	31.242	3	ScrambledCars
-16.741	-17.532	-6.559	-6.553	0.217	1.115	5.234	10.941	14.541	15.674	17.890	14.674	2.307	-4.394	-27.075	-8.720	-14.150	-9.309	-16.611	-6.288	-8.833	-19.367	-12.871	0.828	10.754	18.963	14.874	16.282	3	ScrambledCars
-31.369	-23.969	-22.437	-18.393	-14.868	-12.563	7.926	15.620	27.477	28.397	41.973	23.896	4.133	-13.731	-45.090	-31.478	-27.217	-15.211	-14.759	-36.691	-30.106	-20.169	-8.148	10.658	29.785	43.470	35.973	45.480	3	ScrambledCars
