FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
2.738	-1.062	3.301	-0.965	6.519	4.063	3.862	-1.887	-2.006	5.348	8.359	7.709	1.700	2.433	-5.688	-5.908	-6.352	-3.029	-3.999	-4.719	-0.787	-2.684	-1.237	5.563	0.293	8.552	11.514	8.106	33	Cars
-1.703	-10.175	-5.116	-5.504	-8.061	-5.814	3.409	1.164	6.074	3.161	6.536	8.207	-0.777	1.362	4.007	-8.289	-7.353	0.272	-5.466	-6.530	-1.666	-1.942	-1.543	-7.231	8.139	23.693	0.581	9.427	33	Faces
-4.019	0.037	-2.505	-2.665	-3.551	-3.268	-0.355	-3.769	-2.201	-0.284	1.683	3.783	2.757	3.115	4.514	2.409	0.617	2.894	3.216	3.335	5.737	4.195	1.950	1.622	-4.087	19.002	-1.506	1.118	33	Cars
1.880	0.022	2.580	2.144	7.387	4.445	2.245	-1.439	1.114	2.654	0.672	2.394	3.580	6.036	-5.293	1.311	2.780	-0.555	3.558	2.646	6.655	2.251	1.180	0.952	-4.944	-14.342	1.146	3.582	33	Faces
1.692	-5.035	-3.477	-4.582	-3.261	-5.486	-3.652	-6.376	1.152	-0.080	-0.570	6.775	-2.206	-0.141	6.115	-3.992	-1.252	2.464	-2.007	-3.913	-2.022	-1.115	1.697	13.806	3.778	-0.346	-5.614	4.978	33	Faces
2.622	0.031	-1.228	-2.501	-2.161	-4.257	-5.517	-8.178	-4.508	-3.462	3.957	-0.387	-3.320	-1.767	1.858	2.423	7.006	4.502	4.427	1.706	-2.553	1.831	4.134	3.415	4.854	-0.032	11.349	2.308	33	Faces
0.704	0.467	0.917	-0.569	-3.350	-0.766	2.020	-0.453	-2.228	2.964	-5.902	1.897	3.676	5.033	-5.809	-3.140	-1.262	-1.127	0.876	-2.142	1.710	2.651	2.718	6.331	2.870	9.148	-0.351	2.023	33	ScrambledCars
2.730	1.247	0.721	1.913	2.143	-0.266	-2.805	-4.795	-3.054	-1.705	-3.218	-0.314	-1.216	-2.187	3.882	1.070	-1.748	0.925	-1.067	1.281	-0.374	-0.367	-0.116	-0.877	1.906	2.423	3.931	2.425	33	ScrambledFaces
-3.063	4.117	0.813	8.043	5.354	2.788	-0.039	-7.840	-5.633	-3.276	-4.816	-3.912	2.418	7.252	0.350	7.673	2.690	2.055	6.327	6.792	10.498	6.620	4.858	11.450	-6.809	-13.960	-5.764	-3.348	33	Cars
12.586	4.247	0.849	2.751	0.539	-5.404	-10.599	-16.901	-11.322	-11.936	-17.403	-11.365	-10.330	-6.294	-1.424	3.426	4.242	-1.086	3.137	5.483	-0.634	4.078	0.275	-15.019	2.210	-2.364	-12.750	-8.689	33	Cars
