FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-23.042	-6.395	-12.626	-10.814	-4.888	-7.901	11.643	24.469	24.174	19.142	40.021	8.327	6.325	-1.767	-23.100	-13.675	-13.698	-13.690	-12.808	-11.705	-3.897	-4.251	-5.644	9.834	12.157	28.015	17.985	23.140	16	ScrambledCars
2.366	-5.326	-7.835	-14.743	-10.498	-16.013	2.675	-0.846	14.555	16.675	4.177	2.392	-3.715	-4.703	-1.589	-3.322	-0.973	1.044	-5.285	-12.398	-8.295	-6.009	-1.293	4.364	3.524	23.085	7.255	12.475	16	ScrambledCars
9.509	6.767	-8.419	2.996	-3.298	-8.549	-5.167	-3.429	2.305	-8.972	-18.789	-0.795	-4.210	2.525	7.963	4.309	3.698	2.873	2.541	1.569	2.390	5.359	0.918	-5.089	0.709	1.658	-5.102	-3.590	16	Faces
-20.112	0.863	-16.263	-5.049	-11.578	-2.986	15.885	23.770	30.138	22.479	12.644	16.013	3.999	-8.040	-21.517	-19.886	-18.177	-14.683	-17.470	-17.724	-13.454	-9.944	-6.642	2.805	10.869	30.568	18.413	28.243	16	ScrambledCars
-7.836	0.746	-3.128	-10.607	-5.117	1.955	7.885	13.533	27.626	28.683	18.355	7.542	-2.167	-15.293	-9.754	-10.038	-15.673	-11.176	-14.860	-9.950	-14.392	-10.158	-8.816	-4.073	4.010	17.623	7.945	15.016	16	ScrambledFaces
-7.886	-4.694	-4.950	-18.779	-4.197	-10.703	4.257	-0.560	19.732	14.192	13.109	2.630	-0.909	-6.468	-9.919	-1.041	2.240	-6.774	1.020	-2.957	-3.218	2.961	2.870	5.553	7.787	28.192	12.759	18.312	16	ScrambledFaces
-7.791	-8.968	-12.857	-5.396	-4.852	-13.656	2.714	2.098	-2.673	3.414	3.946	-3.106	10.370	10.529	-6.642	-2.563	-1.859	-3.499	-1.698	1.179	5.491	4.021	3.026	12.947	10.156	20.945	12.904	9.485	16	ScrambledFaces
-0.255	5.261	0.162	5.781	-3.900	-1.376	-1.212	8.142	7.430	8.897	-3.862	-5.161	-0.808	1.099	-6.562	3.671	-1.962	-1.120	-3.703	-0.815	-0.608	1.910	1.639	4.096	2.336	10.398	6.422	5.784	16	ScrambledCars
2.444	2.907	-3.092	2.784	-2.944	3.054	7.552	-6.350	7.982	5.318	5.643	3.393	-0.280	-0.950	1.047	4.876	-0.461	-0.269	-4.460	2.226	-1.142	-6.080	-10.388	-3.342	-2.999	4.522	2.201	4.357	16	Cars
-13.385	-27.095	-10.219	-5.520	-10.520	-12.110	6.560	4.666	22.982	14.865	17.006	12.761	-3.130	-11.990	-16.359	-16.138	-8.596	-1.961	-5.259	-16.516	-10.328	-4.342	4.224	3.455	16.277	27.530	14.533	19.865	16	ScrambledCars
-8.405	-1.125	-17.145	-0.174	-7.054	-13.136	2.310	-8.352	1.425	6.957	16.382	1.481	1.139	-4.896	-1.629	-0.375	1.838	6.156	7.829	5.012	-3.384	8.976	6.157	3.548	6.000	11.792	2.409	8.631	16	Cars
0.536	0.961	-10.537	4.485	5.493	4.590	4.587	-4.567	2.758	-4.035	22.156	-0.531	1.287	-3.076	-3.630	-2.266	-4.775	-4.760	-4.521	1.611	-2.824	-1.021	-6.328	5.022	7.086	8.677	7.161	4.008	16	Cars
2.808	5.085	4.625	2.725	-4.210	-5.494	-0.158	-6.997	1.174	3.046	-5.786	-5.320	-5.057	-10.515	-4.019	-1.906	1.345	2.308	-1.351	0.828	-9.149	-1.234	7.687	-3.096	6.902	7.241	-4.819	1.886	16	Cars
-7.620	-6.738	-11.046	6.082	10.317	9.470	11.447	1.655	9.959	14.489	-7.298	2.261	4.991	6.441	-7.405	-7.350	-4.716	-2.957	-0.597	-3.926	0.238	-2.594	-3.793	0.399	0.766	8.628	3.779	8.237	16	ScrambledCars
-1.250	6.024	-0.906	4.640	-0.069	1.997	6.001	-2.821	8.457	14.018	10.545	8.841	-0.186	-4.330	-9.773	-9.439	-11.243	-3.807	-11.566	-12.753	-8.671	-5.523	-4.710	1.759	8.644	15.819	1.490	11.030	16	Cars
-14.531	-6.789	-7.593	-17.357	-2.102	-6.068	9.645	18.932	26.553	30.546	31.575	15.232	-3.639	-6.632	-19.145	-4.984	-12.260	-18.658	-9.071	-12.113	-9.493	-7.918	-7.683	5.978	11.182	30.148	16.972	22.354	16	ScrambledFaces
-2.004	-7.098	-4.873	-3.401	-3.965	-1.041	1.153	-15.318	1.845	4.167	-1.996	-4.301	-5.558	-2.552	7.845	5.528	5.443	-1.167	0.312	-0.233	-3.727	-1.795	-1.622	-1.928	4.096	8.099	-5.196	4.728	16	ScrambledFaces
-7.040	-5.552	-5.723	7.530	0.294	6.096	11.440	-2.105	9.560	22.413	9.195	10.286	9.775	-4.845	-15.386	-16.589	-13.054	-11.123	-13.716	-11.480	-10.211	-6.679	-1.554	6.005	9.668	15.413	13.442	10.521	16	Cars
3.228	15.434	1.663	16.647	5.220	3.032	0.388	-2.033	3.031	1.445	9.385	-7.802	-6.934	-7.067	0.102	4.853	-0.328	-0.525	1.770	2.980	-1.584	0.113	-1.939	-6.325	-2.902	-4.510	-7.339	-5.314	16	Cars
