FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-16.370	4.980	-5.946	9.961	7.774	6.191	9.525	11.520	9.081	12.387	6.687	7.168	-0.731	-6.110	-1.234	11.109	9.572	-12.989	-4.131	6.712	13.834	-3.014	-2.506	-4.155	-23.426	-1.466	6.285	-1.597	29	Faces
-6.303	-18.329	-14.011	-13.734	-4.007	-15.617	-1.993	20.365	16.871	18.694	14.339	20.668	3.972	-10.304	-10.525	-16.665	-13.965	-9.797	-10.547	-24.135	-12.084	-0.273	0.768	7.410	6.389	9.996	20.191	25.176	29	Faces
-6.719	-9.371	-3.464	-6.714	-0.728	-4.037	5.367	-0.118	11.061	15.983	9.862	9.654	0.041	2.856	-6.711	-6.982	-5.969	-11.482	-9.236	-8.659	7.416	-3.240	-16.856	-5.555	3.801	13.823	1.427	7.832	29	Faces
-9.298	-7.306	-4.521	-5.826	-8.166	-7.521	5.280	4.578	8.778	21.351	17.213	16.410	10.138	-3.549	-3.652	-3.400	-2.256	-2.088	-5.988	1.329	6.283	2.439	-4.027	2.223	8.111	-4.224	10.086	10.629	29	Faces
-15.357	-8.252	-4.339	-16.752	-1.408	-0.423	8.376	18.180	22.711	24.586	25.486	22.987	-4.667	-13.448	-13.584	-8.305	-13.087	-8.841	-14.730	-13.402	0.813	-19.298	-14.398	-7.879	17.733	27.080	12.391	23.011	29	ScrambledCars
3.295	4.636	6.283	5.832	-2.475	14.231	6.651	-4.565	2.635	18.892	6.571	2.914	2.870	-11.725	0.259	-0.012	-5.794	-2.285	-4.494	-6.551	3.112	-9.755	-10.071	-1.761	-7.605	-8.800	-4.473	-5.062	29	Faces
-1.504	-9.933	2.305	-13.340	-16.101	-14.777	-2.739	7.648	8.713	6.653	18.111	14.323	0.041	-7.917	-9.855	-8.414	-5.230	-16.929	-0.131	-13.533	-14.371	-3.155	-0.406	-0.935	11.936	29.532	9.735	14.226	29	Cars
-0.629	-9.049	8.574	2.995	-7.364	-1.676	3.369	3.812	13.019	9.570	10.205	11.854	-5.118	-3.246	-5.455	-4.193	-8.643	-4.250	-13.617	-11.871	-14.648	-16.630	-1.982	5.178	3.885	9.985	12.275	15.893	29	Faces
-6.276	-2.297	-7.328	-19.193	-3.685	-2.231	-2.025	13.025	11.689	15.437	5.743	8.650	-3.929	0.788	-6.387	6.983	-14.699	-4.630	-2.916	8.595	2.433	1.912	-12.036	0.614	11.560	3.743	10.318	8.492	29	Cars
0.817	-7.885	6.736	-0.864	-6.684	0.868	2.029	5.302	14.202	0.531	18.110	13.217	-7.158	-21.435	-4.749	-15.673	-4.652	2.594	-7.441	-15.872	-19.204	-6.136	-7.607	0.331	9.356	9.979	17.067	14.287	29	Faces
-26.795	-15.500	-9.474	-11.569	-6.474	-8.918	16.685	24.327	26.703	29.382	21.789	29.108	3.246	-13.652	-19.649	-22.521	-19.335	-12.389	-8.958	-15.223	-9.592	-5.110	0.964	4.070	10.723	30.113	32.251	30.829	29	ScrambledFaces
-3.098	-5.985	-4.006	-7.496	-2.600	-0.768	10.200	16.803	18.582	22.554	25.747	20.736	-2.475	-4.849	-6.086	-14.739	-3.369	-10.407	-9.388	-3.641	-8.858	-18.422	-22.600	4.792	-4.292	31.506	4.468	18.761	29	ScrambledFaces
-12.446	-5.299	-2.770	2.508	0.207	-0.357	17.226	15.069	26.318	9.275	8.113	9.432	8.796	-1.092	-8.383	-12.147	-12.380	-2.020	-12.232	-5.471	-9.245	-4.578	-8.944	2.102	-9.950	12.665	5.514	10.892	29	Faces
-13.896	-11.574	-16.749	-10.010	-3.781	-8.753	5.669	11.367	25.231	6.300	22.865	19.477	-8.926	-5.722	-16.245	-13.776	-15.508	-20.850	-10.286	-13.480	7.474	0.428	-2.343	10.553	22.061	29.857	16.953	19.085	29	ScrambledFaces
-22.852	-12.661	-17.772	-13.218	1.206	-1.307	6.590	17.292	24.626	28.325	15.556	20.668	10.959	3.977	-15.505	-17.108	-9.797	-25.633	-13.734	-12.232	-22.219	-7.073	-7.864	13.890	2.240	42.500	26.741	15.309	29	Faces
-15.802	-8.259	-2.081	-10.371	-0.702	4.991	13.935	29.626	27.488	17.027	20.224	19.094	-8.437	-14.016	-19.924	-22.559	-18.975	-19.150	-14.153	-14.419	0.836	-14.380	-12.105	4.992	20.325	27.803	22.068	19.261	29	ScrambledCars
-13.734	-13.305	-14.841	-8.130	-3.455	-2.605	22.523	31.639	28.046	30.662	35.864	29.503	-1.397	-13.609	-16.970	-25.434	-20.462	-18.045	-16.073	-20.825	-7.535	-14.558	-16.230	-2.085	-0.523	19.181	20.224	21.217	29	ScrambledCars
-14.203	-14.042	-7.902	-5.961	3.583	4.066	15.175	9.703	15.397	19.040	18.906	19.562	10.585	8.483	-10.509	-6.723	-13.872	-15.335	-10.667	-6.387	9.093	-2.441	-12.694	8.119	-5.563	19.409	13.605	15.335	29	ScrambledCars
-9.059	-12.085	-16.158	-3.782	-6.236	-1.909	4.442	9.644	18.472	7.544	17.678	16.272	-8.090	1.903	-10.892	-16.743	-9.429	-11.066	-7.647	-10.482	-9.975	-0.732	-4.660	10.523	13.968	17.498	6.230	19.585	29	ScrambledFaces
2.409	-0.520	6.731	1.732	11.396	9.965	12.497	16.571	17.439	17.146	12.840	6.392	6.334	-0.322	-2.615	-7.664	-2.784	-7.451	-15.651	-6.758	-8.129	-13.084	-14.460	-8.666	-15.561	-2.805	-8.979	0.942	29	Faces
-19.373	-6.907	-9.790	-11.402	-12.314	-10.826	-0.659	15.480	29.599	14.902	25.052	26.483	0.597	-10.722	-18.049	-13.577	-17.642	-12.201	-15.666	-10.417	-8.573	-8.816	3.649	8.176	23.157	16.317	16.092	31.664	29	Faces
-11.992	-5.784	-8.601	-5.221	-4.868	-8.136	3.562	15.704	15.031	15.877	8.204	14.170	-0.143	-1.284	-7.477	-2.969	-6.279	-8.684	-6.196	2.990	14.390	-7.478	-7.540	0.662	-6.190	2.305	3.059	18.430	29	ScrambledCars
-2.424	-11.793	-2.550	-10.109	-8.988	-2.109	-3.803	16.256	3.221	7.874	10.361	9.966	4.543	-5.836	-5.813	-11.098	-2.459	-4.330	-3.494	-8.901	-8.622	0.620	-3.756	10.690	16.587	13.044	10.999	11.096	29	ScrambledCars
-1.220	-3.278	0.328	-10.999	-1.153	4.609	10.177	-4.452	8.104	15.202	16.639	15.281	1.969	-2.117	-5.895	-13.084	-13.847	-3.499	-8.558	-6.773	-8.482	-4.695	-4.046	8.146	4.193	4.783	10.859	13.061	29	ScrambledFaces
-2.538	-8.384	-0.047	-12.872	-3.868	-0.008	-4.858	3.564	16.769	7.452	14.271	9.062	-8.516	-7.872	-8.866	-4.549	-10.559	-12.184	-10.342	-10.007	-8.057	-11.804	-6.188	-2.493	10.737	9.145	12.476	4.834	29	ScrambledFaces
-10.934	-5.014	-3.790	-8.567	-5.304	-2.761	10.460	14.348	22.425	8.961	10.091	7.800	-6.882	-8.748	-9.926	-14.312	-13.767	-2.606	-12.809	-10.512	-9.800	2.339	-3.158	0.624	-2.081	30.449	10.645	7.439	29	ScrambledCars
7.459	-8.662	-3.396	-2.409	-2.345	-3.113	8.462	6.792	19.727	9.306	19.215	14.340	-3.209	-10.283	-3.296	-15.100	-12.036	2.520	-21.741	-16.512	-21.138	-11.717	-8.634	-2.446	6.583	14.223	6.078	17.162	29	Cars
-0.534	3.951	5.176	-2.367	-7.926	-5.470	-7.155	3.702	3.866	3.098	2.786	2.130	-3.344	-15.005	0.850	-8.570	9.245	3.833	-8.055	-13.811	-9.120	-2.274	1.823	0.590	3.132	14.356	3.307	4.277	29	ScrambledCars
1.634	-4.631	1.232	-7.943	-9.788	-5.935	-4.856	5.366	-4.453	-4.916	7.935	6.888	-6.967	-9.877	-0.533	-9.938	1.058	8.512	3.001	-12.409	-12.779	-4.071	11.368	-4.758	-5.967	7.611	7.518	11.436	29	Faces
-4.176	-6.839	-9.638	-6.086	-1.561	-2.111	-5.952	-8.667	3.214	-0.675	6.335	11.060	-6.087	-11.493	-4.346	-7.680	-7.879	5.183	-5.752	-5.344	-3.152	2.291	6.392	2.801	14.892	18.658	4.402	21.852	29	ScrambledFaces
-13.821	-9.249	-12.105	-12.289	-11.750	-18.353	0.403	-2.565	13.523	12.673	23.015	22.947	11.890	-1.989	-8.712	-2.415	-10.801	-13.091	-10.900	-3.892	-3.236	2.819	3.169	13.578	-1.265	26.813	21.798	18.228	29	ScrambledFaces
-7.563	-3.490	0.493	-4.411	-2.755	6.568	1.145	20.575	22.298	12.280	12.866	9.440	-9.604	-15.757	-9.234	-15.919	2.256	-7.724	-12.401	-20.416	-24.937	-14.298	-0.641	-6.977	9.915	10.635	-2.405	12.775	29	ScrambledCars
-6.370	0.592	-8.383	-15.195	-1.041	1.582	-2.116	26.393	19.579	11.166	16.204	17.418	1.772	-13.274	-13.630	-12.535	-4.950	-28.630	-16.067	-9.262	-13.913	-11.220	-17.460	-1.938	15.044	14.769	15.062	18.540	29	ScrambledCars
-12.284	-23.824	-13.507	-12.574	-7.823	-9.623	-1.295	0.515	8.836	18.979	10.932	23.180	0.353	-9.326	-6.990	-17.282	0.510	-5.087	-3.178	-5.863	-5.920	-2.764	-1.023	5.689	17.642	31.330	26.253	32.341	29	ScrambledCars
-7.185	-10.083	-5.979	-17.898	-24.702	-15.844	-12.731	-10.458	7.772	10.049	16.463	21.518	-14.333	-19.296	-5.949	-13.869	4.681	-10.294	7.956	-22.962	-16.716	0.024	1.145	6.975	13.379	31.556	30.670	25.187	29	Faces
-4.205	-16.027	1.378	-12.270	-21.832	-11.808	-4.783	30.389	31.409	16.596	24.684	23.725	-14.462	-32.231	-12.639	-9.368	-11.211	-13.758	-13.515	-25.536	-37.562	-8.824	-5.980	1.958	0.747	21.155	23.871	27.738	29	Cars
3.517	2.692	-4.324	-3.098	-7.200	-8.554	-3.344	7.836	5.092	3.720	15.189	11.823	-8.216	-10.957	1.107	3.770	0.132	-0.895	-4.134	3.568	-5.693	-4.269	-2.782	-8.272	-6.376	-11.359	9.968	9.045	29	ScrambledCars
-13.414	-2.093	-15.511	-4.708	-7.656	-4.962	6.639	11.762	31.608	16.647	29.909	27.253	-1.267	-0.851	-10.665	0.862	-12.769	-16.393	-15.669	-5.008	-8.268	-11.717	-16.993	1.705	13.705	1.488	24.205	22.086	29	ScrambledFaces
-16.515	-5.891	-26.047	-2.775	-4.471	-8.480	4.947	-13.298	14.602	14.481	12.867	21.921	6.973	-3.131	-5.209	2.591	-6.248	-10.710	-11.413	9.979	4.271	-2.089	-12.344	5.679	5.954	10.528	13.839	24.699	29	ScrambledFaces
-7.760	-0.825	-3.680	-2.041	5.348	2.916	8.987	22.097	25.840	22.622	26.639	17.457	-6.318	-9.824	-12.465	-17.449	-21.659	-0.915	-25.603	-13.768	-12.022	-22.614	-11.441	-8.304	8.857	21.978	3.332	14.074	29	Cars
-4.624	-5.170	-17.412	6.332	6.916	-3.528	11.533	-9.371	11.111	18.413	14.425	16.611	-1.675	-3.434	-0.754	1.154	-0.762	-9.116	1.275	6.201	4.797	7.275	8.480	5.168	8.741	18.839	9.157	13.928	29	ScrambledCars
-5.288	-13.905	-9.428	-13.789	-4.181	-2.496	9.426	26.517	18.064	19.308	26.758	21.670	-4.341	-0.981	-9.336	-16.446	-4.337	-18.539	-13.571	-7.243	-6.445	-4.787	-6.276	4.594	-13.406	20.715	10.270	17.542	29	ScrambledCars
