FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-1.360	4.245	-7.803	-2.333	2.174	1.502	-0.942	0.070	0.021	3.522	9.345	4.337	-5.489	-7.708	-2.234	0.100	-8.294	8.176	-12.589	-3.275	1.027	-9.420	1.703	-3.982	6.196	6.567	1.832	6.199	38	ScrambledFaces
0.842	-7.473	3.507	-4.734	-5.490	1.603	-6.292	-2.199	8.280	-0.765	9.050	9.518	-9.501	-12.370	2.124	-5.846	3.766	12.886	8.030	-7.073	-8.566	-7.221	3.464	-5.791	-1.872	-1.388	0.031	9.513	38	ScrambledFaces
-0.522	-2.752	15.549	-2.125	-3.822	3.469	-4.451	11.214	3.753	0.284	7.056	12.315	1.578	-6.133	4.909	-13.139	-10.192	16.724	-14.174	-14.599	-10.024	-8.757	-1.328	-6.172	-7.540	0.658	2.568	9.488	38	Faces
2.781	-6.087	4.150	-5.844	-2.676	7.150	-2.422	10.449	5.238	-0.629	7.082	9.001	-4.617	-9.375	-7.848	-9.417	-1.832	-1.025	0.640	-7.316	-13.301	-4.948	3.975	-7.502	6.106	-4.775	-4.280	14.473	38	Faces
-7.144	-5.348	10.575	-9.751	-7.064	-4.091	-12.678	-0.445	0.719	-4.209	4.914	14.173	-9.886	-10.844	24.920	-5.487	-5.460	-4.177	-9.841	-4.832	0.311	-6.715	-1.292	-3.899	-2.665	10.684	11.201	13.532	38	Faces
-4.872	-0.832	1.719	-5.533	-0.341	1.717	4.680	7.509	8.701	8.424	2.449	5.526	8.305	-1.534	3.499	-8.914	-18.619	-1.072	1.362	-3.391	-2.799	-0.052	5.376	1.453	-2.298	-6.608	-1.150	0.672	38	Cars
-0.753	-3.401	-7.352	-13.560	-5.338	-7.575	-0.647	3.195	-1.619	3.050	-0.618	4.894	6.082	-1.951	8.859	-3.893	4.516	-0.650	1.580	-2.558	-4.178	4.473	7.946	-0.958	-6.462	-2.459	-2.074	3.262	38	Faces
-3.256	5.600	-5.436	2.744	5.336	3.100	2.268	15.312	5.320	6.132	5.705	6.637	-1.731	-5.377	-6.424	-9.410	-10.204	6.691	-12.133	-8.514	-7.552	-1.935	-5.472	4.570	3.182	0.748	6.544	1.910	38	ScrambledCars
5.345	6.739	5.788	0.523	-1.786	2.945	-6.261	0.906	-3.745	-2.211	3.626	10.198	-10.683	-10.570	-7.190	-5.206	-3.273	6.959	-7.415	-3.327	-4.453	3.214	1.562	-1.764	-4.473	0.118	-1.808	3.548	38	Faces
-2.146	-7.076	0.502	-14.736	-7.467	3.464	-3.490	8.614	12.509	2.821	13.418	12.963	-10.095	-14.026	-0.936	-10.960	-7.119	-8.000	-4.096	-12.806	-19.124	-6.254	-6.546	3.985	7.499	16.476	6.563	15.679	38	ScrambledCars
3.424	-2.916	-3.658	-6.592	-4.757	2.213	0.816	12.036	6.907	5.942	11.445	13.059	-0.440	-2.042	-10.456	-8.954	-1.169	17.598	-1.251	-7.953	-5.498	-1.330	-9.200	-7.569	-3.295	-10.052	-0.958	0.924	38	Cars
11.456	6.957	-1.027	6.260	-1.586	3.257	-6.339	-4.619	-10.638	-7.928	-5.713	-0.665	-11.277	8.021	-0.636	14.648	20.079	-7.834	8.903	18.363	10.894	-0.553	-1.268	-10.648	-19.263	-11.951	-12.053	-3.019	38	Faces
-3.935	-4.178	-5.255	6.713	-0.306	-3.316	-0.994	1.334	6.880	5.886	8.842	19.869	3.864	0.278	4.657	-8.226	-16.131	10.121	-10.400	-3.962	0.192	-5.223	-4.747	-5.633	-10.831	-6.111	-1.150	14.086	38	Faces
-4.695	-13.062	-4.058	1.344	-1.505	3.041	3.910	-0.095	3.209	0.829	8.360	4.399	-3.304	4.627	-2.507	-5.091	-4.024	3.949	-4.786	-3.752	1.980	-2.075	-0.162	2.923	-3.527	14.291	1.602	7.007	38	ScrambledFaces
-2.405	-2.641	-4.068	-4.956	-8.243	2.418	-5.659	7.624	7.663	-2.886	13.884	22.041	-16.086	-16.385	0.899	-10.708	-1.005	-7.823	-2.182	-14.664	-17.132	-4.441	-4.474	1.949	3.778	12.115	6.146	19.915	38	ScrambledFaces
6.557	17.543	1.391	-0.639	1.102	8.457	-7.647	-7.088	-8.017	-3.929	-11.217	-4.579	1.488	2.261	2.993	9.949	10.145	8.616	14.011	9.807	6.716	1.704	4.394	-8.668	-13.797	-14.678	-11.588	-8.701	38	Cars
