FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
2.236	9.178	5.136	5.609	1.788	-0.458	-8.405	0.395	2.334	-6.452	-7.277	-5.287	-8.068	-7.997	4.315	3.703	0.411	0.786	-0.405	0.585	-3.542	-4.123	1.754	-5.530	1.297	1.078	-2.133	-1.818	15	Cars
-2.221	0.849	-5.982	-0.874	-0.602	-4.528	-1.077	5.264	4.200	-1.088	-4.588	-7.616	-7.997	-7.412	-2.035	6.621	4.509	1.944	2.586	3.143	-0.534	0.712	3.710	1.111	6.960	7.707	1.634	-1.784	15	ScrambledCars
1.378	5.193	4.987	4.312	1.540	-4.828	-4.036	-2.560	1.326	-3.562	-5.157	-8.551	-5.946	-2.528	1.324	9.660	2.279	1.055	3.950	7.395	1.674	1.567	1.421	-0.550	-0.725	4.006	-0.217	0.840	15	ScrambledFaces
-0.552	1.176	-0.787	-0.279	-1.068	-6.327	-8.070	-7.890	-2.165	-6.412	-2.582	-0.619	-3.241	-0.329	2.075	6.224	6.123	4.716	5.993	6.669	1.946	3.399	6.579	-0.429	3.144	2.320	3.470	2.340	15	Faces
2.040	2.431	5.678	1.567	-2.557	0.855	-2.462	14.858	9.811	5.768	5.447	0.091	-4.747	-2.334	-2.158	4.936	-4.427	-6.477	-5.635	2.486	-1.607	-9.471	-9.778	-5.642	-5.656	-1.767	-0.298	-1.063	15	ScrambledCars
-0.287	1.998	6.835	-1.068	-1.764	0.418	-0.076	5.000	4.721	1.980	0.495	-5.093	-5.770	-6.738	8.380	4.543	3.747	1.938	1.227	-3.605	-7.552	-4.556	-1.457	-8.297	-5.282	-7.550	-4.435	-4.602	15	Faces
4.521	-0.669	-1.304	-2.570	-4.409	-2.248	-6.637	1.786	0.272	-0.122	1.779	-0.881	-8.375	-8.432	2.120	2.059	-2.114	-0.709	-1.712	1.718	-5.266	-3.231	0.442	-0.443	4.630	3.188	0.113	2.916	15	ScrambledCars
0.242	-7.053	-11.492	-4.768	1.094	1.338	6.319	18.844	17.243	7.938	3.946	-0.423	4.392	9.484	-3.655	-3.501	-5.636	-3.731	-1.806	1.678	4.369	1.583	-5.057	2.390	-1.287	0.888	3.677	-0.522	15	ScrambledFaces
8.773	-5.251	7.245	-6.757	-8.164	-1.324	-6.482	1.911	-1.863	-6.906	-2.569	-3.140	-12.961	-8.920	13.418	0.435	5.858	2.601	-0.727	-5.907	-7.788	-3.208	0.159	-9.567	-4.357	-4.437	-5.831	-3.017	15	Faces
4.081	3.624	4.744	3.040	1.979	-2.619	-4.269	-7.603	-9.233	-6.184	-3.541	-5.326	-8.163	-6.637	7.297	6.434	3.685	3.038	2.150	-0.049	-1.191	-0.567	2.385	-4.936	-1.778	-1.103	-4.939	-1.856	15	Faces
2.802	0.319	5.024	0.792	-2.260	0.956	-5.507	4.467	10.719	-4.200	0.578	-7.107	-7.063	-4.024	10.047	-0.254	-4.599	-1.164	-6.099	-3.822	-2.457	-6.411	-3.604	-5.875	2.431	3.718	-2.658	-0.404	15	ScrambledCars
-5.977	-11.100	-8.998	-4.858	0.368	0.731	4.318	13.281	12.218	9.802	5.840	0.348	5.815	-1.355	-3.439	-11.474	-11.676	-3.111	-5.889	-4.756	-0.860	1.747	1.204	7.617	5.334	6.639	7.985	3.993	15	ScrambledCars
6.378	2.598	0.982	0.161	-6.325	-2.672	-10.671	-8.695	-7.679	-7.094	-6.183	-5.486	-6.009	-4.320	14.884	7.721	10.495	7.299	7.907	8.720	-0.338	3.132	3.217	-5.797	-11.232	-10.622	-5.949	-5.948	15	Faces
2.454	3.250	2.025	0.386	-2.724	-6.946	-1.124	-10.737	-7.393	-4.028	-7.019	-8.897	0.204	1.334	7.525	4.714	4.238	4.578	6.297	7.651	2.525	2.355	2.072	5.531	-1.892	-3.855	-1.041	-5.038	15	Cars
5.769	0.113	10.395	-0.215	-3.591	1.410	-7.524	3.436	0.296	-5.400	1.761	-0.584	-8.026	-11.396	5.225	0.476	-4.489	-2.906	-4.723	-4.069	-7.697	-5.384	-1.399	-7.821	-2.903	-1.015	-2.278	1.429	15	Cars
-1.495	6.136	0.030	7.218	8.219	7.425	5.596	-0.990	-8.106	-0.237	-4.850	-5.433	6.544	10.178	-0.003	6.909	4.901	2.259	6.820	7.779	11.106	2.834	-0.327	1.078	-12.641	-8.720	-2.019	-4.491	15	Faces
-2.491	-0.004	-4.243	-0.272	-3.179	3.749	0.970	-3.351	3.929	5.662	9.246	5.846	3.356	-0.693	-9.084	-9.193	-7.206	-2.865	-5.223	-7.039	-2.124	-1.098	2.548	6.266	5.584	3.981	6.739	8.244	15	Cars
-2.733	-1.875	0.219	-2.754	-4.181	-1.024	-3.347	6.635	14.166	1.642	2.495	-3.095	-7.463	-5.932	-0.525	0.104	8.790	0.377	3.157	-1.661	-4.104	-2.314	-5.200	-3.721	-2.145	2.627	-0.479	-0.084	15	ScrambledFaces
4.042	3.161	1.972	-1.607	-2.677	-4.288	-1.744	-0.940	-0.868	3.190	1.663	-2.264	-1.407	0.313	-2.015	5.342	7.385	-1.060	1.490	4.876	0.750	-3.202	-7.135	-5.092	-8.921	-7.441	-2.122	-6.181	15	Faces
-3.113	-4.905	-1.594	-5.732	-7.075	2.912	2.727	8.210	6.546	11.035	6.201	1.749	1.075	-2.276	-2.154	-6.846	-7.389	-3.563	-4.718	-6.829	-8.739	-3.849	-3.252	3.229	3.130	4.343	2.473	3.044	15	ScrambledCars
1.482	7.807	-0.054	6.792	4.696	2.174	-0.808	-5.831	-6.072	-4.217	-5.849	-7.941	-0.135	2.092	3.580	8.355	7.136	2.086	3.480	6.172	3.310	0.786	-3.695	-4.262	-6.891	-6.888	-7.359	-8.878	15	Faces
-0.353	-5.148	-3.291	-4.844	-3.434	-1.985	2.073	3.627	1.977	2.891	-0.977	-3.945	1.387	1.232	3.679	2.141	-5.797	-0.712	-0.501	-2.758	-2.732	0.360	-1.797	2.992	2.414	3.529	5.333	-0.950	15	ScrambledCars
-6.952	-0.821	-7.049	1.737	1.070	0.075	-2.942	-2.566	9.674	0.501	-0.908	-0.573	0.207	2.581	-7.881	4.656	4.290	0.827	5.508	10.559	2.576	5.486	0.140	3.438	5.705	7.082	7.073	2.689	15	ScrambledFaces
-3.640	-10.360	-4.625	-9.753	-7.247	-3.907	0.211	2.924	4.672	4.809	5.773	3.602	-0.407	0.122	-2.862	-12.474	-3.903	-0.691	-2.696	-8.395	-8.285	0.529	1.248	6.307	11.739	13.202	11.186	6.936	15	ScrambledFaces
-8.575	-8.280	-9.345	-4.642	-0.494	-0.494	6.151	4.817	11.424	6.266	4.913	1.723	6.033	4.912	-3.254	-8.002	0.507	1.711	-1.651	-4.806	-2.205	-0.392	2.820	11.191	4.123	4.898	7.278	2.730	15	ScrambledCars
1.535	-6.561	-8.458	-3.804	-2.364	-3.700	-2.900	-1.506	0.575	-0.935	-0.809	-0.455	-1.992	2.749	-4.789	0.282	6.887	1.687	1.938	4.201	0.808	2.665	1.847	3.328	5.905	7.448	4.417	3.582	15	ScrambledFaces
