FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
0.956	-20.271	-18.962	-9.569	2.858	-6.736	13.567	-0.154	2.392	10.444	12.180	12.497	12.556	4.336	-30.550	-10.725	-3.473	16.505	-7.060	-4.518	-2.410	-2.552	-5.521	17.948	7.195	18.402	13.718	13.358	25	Faces
-10.687	-7.719	-18.513	-6.011	-6.850	-7.274	-0.583	5.414	3.827	-1.967	7.895	2.193	5.965	1.416	-18.128	-0.095	-7.627	-16.276	-0.281	1.725	6.984	3.438	4.843	7.909	13.661	18.080	7.234	4.043	25	Faces
-27.641	-5.700	0.189	-11.088	-1.571	3.815	4.612	12.367	16.806	8.417	14.679	7.712	-1.156	-2.568	-14.758	-7.844	-7.144	0.412	-6.328	-7.483	-3.811	-2.461	1.907	-0.814	9.479	7.944	1.176	5.962	25	ScrambledFaces
22.149	7.255	-3.071	-4.126	-2.880	-9.377	2.554	-3.267	8.328	5.434	11.643	5.973	2.869	3.739	-10.586	-5.187	-4.882	-7.015	-2.911	-3.199	-0.548	-2.222	-6.545	-2.330	-1.957	3.057	-0.308	3.482	25	Cars
-9.187	-6.877	4.107	-7.085	-10.300	-7.055	-5.342	-0.196	5.228	-4.715	-5.125	-5.594	-6.308	-0.909	6.900	5.740	6.779	4.282	6.396	-0.420	-2.946	3.307	-1.975	-2.557	5.614	6.613	0.128	4.706	25	ScrambledFaces
15.039	-2.770	-13.185	-1.694	3.265	6.032	9.502	6.575	10.194	11.544	8.238	12.079	3.988	0.689	-14.263	-10.830	-16.537	-15.054	-10.695	-9.820	-0.365	-7.501	-3.450	-0.217	6.282	14.375	12.349	14.713	25	Faces
-23.920	-17.285	-11.875	-4.643	4.850	9.810	16.492	28.362	25.434	12.305	23.148	9.997	-9.035	-16.530	-21.022	-19.024	-19.118	-20.342	-6.696	-17.456	-18.827	-4.953	5.049	-2.658	22.372	20.906	5.326	10.763	25	ScrambledCars
-27.261	-9.939	-13.722	3.016	6.035	-6.219	5.427	-0.457	2.056	2.855	10.762	-0.303	10.819	8.397	-15.403	-1.815	-6.558	-4.193	-1.922	2.503	5.214	9.553	8.003	17.686	2.377	6.480	2.386	5.516	25	ScrambledCars
-23.484	-8.800	-0.446	-8.462	-2.300	-1.326	-8.910	1.201	6.528	-4.698	4.512	2.801	-1.001	-1.517	0.162	-9.111	-9.504	-7.584	-6.634	1.675	-1.369	-3.465	-1.756	13.573	5.498	21.692	4.684	7.499	25	Cars
17.196	0.901	1.789	-7.310	-0.235	-11.823	-10.573	-1.136	0.728	-4.150	4.436	-1.255	-8.693	-0.444	6.622	5.863	3.019	-9.380	-1.060	4.625	-1.742	-11.659	-8.816	-8.203	-4.590	-0.146	-4.561	-3.763	25	ScrambledCars
5.001	2.544	-1.684	-2.259	1.941	-3.763	9.037	-6.499	4.351	6.575	0.933	3.315	12.257	7.932	-6.077	-0.072	-4.704	-15.579	-5.094	-2.820	3.401	-2.749	-3.558	2.565	1.481	6.574	7.502	3.634	25	Faces
10.823	7.029	3.084	2.710	-8.148	-5.824	-3.601	2.456	0.309	-4.539	-3.047	-0.596	-15.795	-14.214	10.887	0.468	-4.419	-0.615	-7.642	-1.371	-4.329	-10.561	-8.784	-7.710	10.502	6.595	2.152	6.663	25	ScrambledCars
14.439	5.452	0.723	4.420	-1.003	12.332	0.456	-3.208	-5.923	-1.805	-3.552	-1.676	-2.855	2.145	1.995	6.354	5.034	4.568	2.065	9.538	5.593	-2.862	-5.594	-14.957	-10.546	-18.353	-8.658	-8.889	25	Faces
-29.161	-16.941	-24.124	-12.230	2.761	-10.935	10.340	5.687	5.923	7.407	14.997	14.090	12.764	1.722	-24.047	-19.275	-0.611	-3.397	1.540	-4.352	-5.506	4.912	9.348	14.132	21.303	19.149	14.367	20.571	25	ScrambledFaces
-15.921	-5.454	-10.985	-0.510	-2.487	-9.709	1.217	-3.850	3.154	6.656	3.329	6.067	14.554	10.825	-5.660	-10.073	0.757	-0.314	4.039	-2.460	-6.631	8.553	3.929	14.573	6.018	12.175	10.674	10.946	25	Faces
6.240	-9.240	-1.906	-9.287	-10.500	-5.536	-9.263	6.250	6.823	-2.513	10.308	4.021	-16.325	-16.222	-21.725	-5.268	-3.157	-3.649	-1.606	-11.746	-8.128	-5.822	-7.366	-5.675	0.924	5.413	-4.396	11.308	25	ScrambledCars
-28.326	-1.414	-6.945	-11.125	-1.860	-3.757	7.599	10.294	18.924	11.823	15.558	11.529	6.232	0.787	-13.031	-7.542	-15.395	-8.410	-13.082	-6.506	-2.774	-0.956	0.867	1.921	13.623	18.854	8.162	8.587	25	ScrambledFaces
-9.896	-11.252	-10.259	-6.676	-13.057	-9.529	-3.205	0.141	16.791	-1.049	11.658	10.567	0.402	3.461	-19.660	-0.816	1.098	-9.111	2.172	2.361	3.752	6.151	6.374	2.689	13.776	11.558	5.963	14.162	25	Faces
2.962	-10.653	-14.527	-1.001	-4.573	-8.917	-0.728	1.446	9.379	4.685	16.141	14.588	0.920	-0.839	-4.107	-2.429	-5.966	-33.426	-0.771	0.464	-7.507	1.480	0.182	-0.489	8.277	11.231	12.152	17.046	25	Faces
-10.781	-8.447	-19.373	-1.940	5.472	8.184	18.445	17.868	27.268	27.516	32.408	23.986	7.394	-0.218	-41.643	-12.303	-26.124	-3.792	-19.268	-7.017	-5.339	-11.026	-9.439	-0.532	9.959	31.703	11.904	29.723	25	Cars
-7.388	-11.280	-18.374	-13.815	-0.368	-10.343	9.280	11.470	19.596	13.285	14.747	9.283	10.634	3.603	-27.283	-13.897	-12.747	-5.976	-4.729	-8.180	-6.113	1.966	1.811	13.599	7.601	23.422	15.626	14.519	25	ScrambledCars
13.164	0.955	7.459	1.615	-11.113	-10.374	-16.594	-9.706	-1.186	-11.791	-3.128	-7.055	-7.849	-0.436	-0.590	5.642	7.322	12.627	7.739	5.544	6.360	4.046	3.104	0.122	-1.731	3.237	-4.719	-6.420	25	ScrambledFaces
-24.237	-22.473	-27.000	-12.224	2.389	-3.865	23.420	21.001	34.349	28.605	34.604	28.930	15.548	7.805	-37.931	-20.925	-26.309	-39.571	-19.970	-15.651	-1.478	-2.164	-1.366	18.865	17.994	37.024	27.501	27.015	25	ScrambledFaces
3.403	8.635	1.901	3.377	-7.660	-2.976	-9.310	-10.449	-2.199	-8.187	-2.953	-2.705	-5.850	-2.921	4.386	6.139	8.318	9.255	0.215	2.672	0.598	3.108	-0.488	-4.696	-6.886	4.406	-3.431	1.031	25	Faces
-10.574	-21.083	-15.456	-12.529	0.754	-8.166	11.634	20.909	22.802	16.940	24.421	15.547	10.516	0.910	-21.345	-21.439	-16.309	-33.936	-12.637	-9.304	-7.184	-1.076	1.425	8.226	17.506	13.081	17.506	13.533	25	Cars
20.778	9.753	1.852	10.947	9.736	15.242	2.581	-5.804	-11.474	-5.513	-5.106	-5.132	-4.929	3.961	6.170	10.635	-0.898	9.585	2.768	5.878	9.360	10.584	6.339	-6.798	-11.669	-5.859	-7.735	-0.173	25	ScrambledCars
9.449	12.835	-3.486	7.054	-2.187	-1.865	4.643	-13.956	-15.517	-1.507	-4.556	0.041	6.971	10.430	-4.616	5.725	3.682	12.309	7.990	7.136	7.270	7.708	1.823	4.181	-5.708	0.171	-1.630	1.850	25	ScrambledFaces
4.883	2.019	1.594	5.407	1.344	-6.990	-1.453	-4.743	4.538	-0.914	10.080	5.106	-8.684	-7.950	-6.609	4.873	-0.833	-7.451	1.647	0.446	0.280	2.038	-1.493	5.325	-1.215	8.996	0.712	2.612	25	ScrambledFaces
7.449	-13.092	5.107	-8.699	1.361	2.685	-5.249	6.384	10.441	-1.476	6.752	2.644	-5.559	-1.771	-5.910	-6.212	-10.728	-12.524	-5.503	-2.587	1.728	-2.589	3.619	3.462	1.624	7.775	-1.442	3.372	25	ScrambledCars
-1.857	-13.933	-8.739	-7.282	-5.490	-2.212	3.146	-9.832	-4.182	8.478	5.571	5.384	18.347	16.645	-3.640	-0.757	-2.360	4.847	-3.675	0.195	-0.417	8.190	5.449	13.438	1.020	3.262	12.369	8.416	25	Cars
6.906	3.102	11.500	7.790	2.423	5.854	-6.139	7.587	7.362	-2.484	0.243	-6.114	-11.578	-3.950	-1.815	4.038	8.917	1.248	2.738	4.338	5.464	-6.604	-9.310	-21.853	-10.613	-8.261	-15.782	-7.119	25	ScrambledFaces
-5.255	2.511	-0.733	-2.988	-0.639	-7.625	0.188	5.559	2.171	0.213	4.232	-3.505	4.464	2.776	-5.333	-5.245	-11.046	-1.460	3.151	-5.363	-9.170	0.873	0.178	4.643	8.405	10.842	2.556	4.614	25	Faces
-25.552	-10.260	-1.618	-12.813	-21.559	-19.738	-8.272	2.412	6.965	3.946	16.254	20.914	-2.311	-7.325	5.071	-13.754	-13.314	-5.361	-10.814	-15.422	-11.800	-2.166	-0.584	8.220	12.463	27.371	15.055	23.135	25	Cars
-1.033	3.526	9.306	4.332	-8.867	-5.875	-5.406	-7.812	-0.775	0.500	-1.702	0.457	-11.519	-7.288	13.619	5.216	12.435	-20.546	8.711	3.581	-2.988	2.206	9.407	-7.304	-1.168	1.026	-10.291	-5.178	25	ScrambledCars
-8.484	-12.986	-11.980	-8.456	-3.441	-1.736	8.508	18.051	23.693	15.034	28.422	19.256	5.802	-2.983	-25.049	-12.782	-13.455	-19.525	-12.085	-9.963	-1.466	-7.899	1.320	4.901	15.235	11.991	12.596	15.950	25	ScrambledFaces
-8.055	-9.215	-13.135	-8.075	-2.029	5.265	15.378	14.310	25.070	15.547	22.936	15.767	21.154	17.244	-17.091	-9.968	-54.448	-12.742	-18.229	-7.062	9.199	-10.547	-12.876	9.258	0.836	12.073	11.115	15.302	25	ScrambledCars
-15.039	-2.079	-3.809	-4.099	-5.965	-3.659	-2.316	8.185	13.891	1.673	6.930	6.494	-14.328	-12.826	7.611	-3.990	-0.535	-8.338	-3.218	-3.952	-13.347	-3.125	-2.464	-7.780	4.210	14.502	-3.463	6.740	25	ScrambledCars
55.361	25.663	28.766	18.060	5.161	5.043	-16.982	7.036	-13.872	-14.906	-11.854	-21.542	-19.457	-7.510	30.622	21.361	23.502	20.433	13.078	14.292	5.630	-10.700	-13.607	-40.738	-39.183	-45.282	-38.278	-31.938	25	Cars
-2.858	-4.855	9.256	2.020	-2.780	9.858	-3.818	15.860	17.784	-1.988	7.309	-8.947	-28.850	-21.226	-6.013	-11.280	-4.928	5.869	-9.582	-12.614	-16.984	-16.283	-3.543	-16.526	5.204	2.139	-20.352	-12.367	25	ScrambledFaces
-6.399	3.290	2.649	3.355	-2.170	1.236	-0.579	-0.376	-0.868	-2.354	-0.123	-3.277	-4.030	-5.179	2.322	4.782	10.968	5.989	-1.664	-1.522	-7.362	-1.035	6.093	-1.403	1.425	-0.888	-0.032	-1.669	25	ScrambledFaces
-16.934	6.662	-10.722	7.129	2.903	-1.490	13.197	-0.808	6.692	10.916	10.439	7.497	16.124	12.504	-10.312	2.826	-3.306	-5.872	4.629	10.422	17.310	2.501	-8.876	4.744	-6.423	-3.634	7.689	0.681	25	ScrambledCars
2.219	-1.070	-3.825	0.428	2.144	2.453	3.542	-0.584	6.148	6.686	9.153	7.701	2.290	2.124	-12.202	-2.041	0.949	0.128	-3.070	3.061	2.140	-5.654	-9.144	-3.890	-4.181	1.357	-3.342	1.809	25	ScrambledCars
-25.973	-10.763	-18.495	-10.094	-2.244	-8.553	8.559	7.382	16.194	6.743	12.206	5.192	9.303	11.084	-16.480	-8.785	-7.783	-3.440	-3.027	2.871	10.131	2.158	0.601	14.098	8.493	11.765	6.900	5.773	25	ScrambledFaces
-6.276	-12.617	0.536	-7.769	-5.327	6.595	6.181	-0.289	4.940	8.864	7.589	8.163	15.761	7.020	-6.570	-7.336	-3.334	-0.575	-0.026	-5.660	-6.561	-2.895	-6.908	-1.835	-1.009	9.022	13.813	10.878	25	ScrambledFaces
-32.665	-21.462	-15.165	-13.993	-13.633	-14.350	8.652	1.606	8.732	17.742	20.554	22.223	22.012	10.515	-13.447	-12.147	-4.012	-11.098	3.168	-5.952	2.784	9.283	6.639	19.351	11.729	29.828	27.423	25.386	25	ScrambledFaces
7.951	-8.340	-9.048	-5.463	7.782	-2.808	8.208	-5.385	-0.073	7.661	4.850	7.694	15.494	11.583	-26.917	-5.945	-3.796	-11.587	1.397	-2.401	2.082	4.080	4.914	9.910	6.743	16.133	13.982	14.640	25	ScrambledFaces
-10.720	6.040	-1.706	6.179	-6.381	2.948	-2.440	9.987	12.450	0.874	7.560	3.530	-12.647	-10.587	-3.436	-5.084	0.740	1.303	-4.465	-4.693	-3.840	-4.021	-5.391	-6.676	0.570	4.654	-1.495	-1.795	25	Cars
-4.346	6.138	0.810	8.090	-2.971	1.005	-4.156	4.865	13.914	0.080	15.839	19.331	-17.097	-15.887	-0.826	0.259	-10.082	-12.460	-6.773	-4.041	-9.607	-16.261	-20.466	-20.413	4.623	17.603	-0.290	18.535	25	ScrambledFaces
-12.499	-11.664	-1.759	-10.716	3.779	-7.106	6.356	11.983	19.729	11.687	15.379	10.037	9.751	5.160	-4.480	-10.108	-13.202	-20.774	-6.094	-9.794	-11.169	4.217	-2.760	12.088	7.791	13.559	6.552	18.606	25	ScrambledCars
-8.887	-11.304	-14.973	-7.790	3.847	8.841	9.258	3.229	12.076	12.121	15.943	9.560	17.492	11.293	-15.317	-1.429	-7.691	2.029	-1.507	3.258	9.981	2.528	0.557	8.901	-6.321	2.083	1.995	7.111	25	Cars
1.446	2.018	7.075	-0.616	3.241	11.641	4.538	12.871	17.304	9.998	16.338	9.830	-8.368	-7.165	-3.320	-10.615	-11.454	-13.902	-8.251	-7.849	-12.799	-11.831	-7.837	-6.999	-0.645	2.934	-0.252	5.378	25	ScrambledFaces
-7.726	-2.605	-1.666	-6.069	-3.632	-1.224	6.206	12.792	16.183	8.308	14.254	10.410	-5.361	-6.713	-4.548	-1.743	1.162	-1.995	-7.597	-2.772	-3.495	-19.286	-16.629	-18.553	-0.735	7.347	-0.480	9.054	25	ScrambledFaces
5.619	13.214	16.781	10.402	0.496	1.045	-2.612	-2.313	-1.891	-1.894	1.413	1.256	-3.095	3.163	22.398	2.033	-2.481	-0.145	-2.191	3.448	2.718	-1.197	-9.831	-8.713	-10.896	-16.758	-6.239	-5.984	25	Faces
-1.893	-10.602	-9.026	-7.337	-2.384	-6.499	10.536	14.310	18.259	14.173	18.265	17.299	-3.637	-14.924	-17.954	-11.181	-10.635	-4.551	-6.673	-13.085	-13.683	-0.606	-8.538	-7.951	7.799	6.745	2.548	11.956	25	ScrambledCars
-1.538	-7.865	-8.853	-10.092	12.516	-6.475	14.387	4.881	15.411	20.481	20.865	17.477	20.223	14.120	-18.378	-8.709	-19.350	-14.899	-8.553	-5.739	4.327	-1.810	-7.139	10.433	4.595	12.400	16.335	18.259	25	Cars
-5.640	-18.803	-18.134	-18.864	-12.263	-11.308	8.318	13.134	20.756	12.244	15.918	14.887	7.671	-3.509	-22.364	-17.531	-10.544	-10.868	-13.431	-13.097	-15.018	1.054	-0.764	18.316	20.906	27.745	18.718	18.653	25	ScrambledCars
-9.301	-7.009	-1.848	1.791	-1.604	-2.242	9.214	4.308	7.624	9.865	11.230	4.796	11.506	5.006	-3.298	-7.005	-15.491	0.996	-8.443	-5.298	-4.059	-6.722	-4.178	10.118	1.835	8.251	4.058	4.385	25	Cars
9.526	8.361	-16.272	3.484	-7.167	-5.480	5.801	5.189	13.983	7.965	13.282	5.747	1.187	3.689	-24.442	-0.688	-1.764	0.280	-1.478	2.272	4.183	0.946	-1.186	5.340	7.320	1.383	3.312	-2.092	25	ScrambledCars
-17.158	-8.670	-10.361	-7.500	0.987	-5.966	6.521	15.772	26.287	9.330	21.394	16.049	4.071	-0.855	-19.309	-21.871	-21.801	-15.371	-11.811	-13.991	-9.794	-7.043	-7.635	6.788	16.138	17.562	14.047	19.619	25	ScrambledFaces
-1.981	-20.095	-10.758	-18.730	-12.395	-11.934	3.842	18.568	19.012	12.021	22.393	18.316	0.982	0.347	-15.343	-17.558	-12.418	-15.420	-9.509	-9.794	3.473	-3.577	-6.179	1.436	5.147	11.210	3.297	15.461	25	ScrambledFaces
-0.250	12.332	3.632	12.632	8.581	6.384	-2.295	-4.876	-7.258	-1.467	-1.579	-12.999	-4.188	4.769	12.435	12.967	6.532	6.634	8.630	13.174	11.770	9.053	-5.262	1.337	-25.717	-27.506	-18.820	-19.091	25	Cars
-16.563	0.157	0.557	-0.692	-2.391	0.091	1.506	13.264	19.904	7.155	13.952	8.504	-6.720	-9.737	-0.428	0.013	-6.370	-15.966	-12.462	-5.613	-6.822	-11.838	-13.177	-11.880	-1.124	6.572	-5.987	-0.587	25	ScrambledFaces
-26.194	-5.092	1.677	-8.645	-9.570	-8.258	5.097	6.968	13.309	10.759	12.038	10.555	5.583	1.686	-12.980	-13.503	-9.968	-0.541	-9.969	-3.366	-2.266	-0.244	0.885	6.168	12.693	12.393	11.779	10.125	25	ScrambledCars
13.512	19.061	16.765	9.759	0.694	4.318	-2.924	5.190	5.858	-8.307	-3.507	-7.377	-17.650	-12.894	9.342	7.557	4.572	5.501	-6.522	1.322	-7.498	-12.120	-15.836	-29.025	-6.295	-16.979	-23.207	-9.650	25	ScrambledFaces
-7.394	-4.656	-7.681	3.143	10.049	9.948	11.625	14.208	17.566	11.043	6.482	-1.810	5.582	8.750	-4.991	-4.233	-6.718	-3.645	-4.598	-4.577	1.744	0.118	0.587	-6.881	-4.446	-8.583	-5.623	-4.250	25	ScrambledCars
12.820	-9.383	3.787	-4.567	-4.862	0.503	-0.296	7.081	3.997	-0.393	1.275	-1.420	-7.174	3.945	-5.237	1.223	-0.951	-11.832	0.836	2.966	4.832	1.962	4.943	-3.871	2.636	4.838	-4.788	0.412	25	Cars
-2.174	1.131	-1.478	2.056	0.021	-3.990	-0.192	-0.994	-3.505	1.655	1.578	2.275	6.404	9.636	17.418	0.113	-13.111	-5.743	-2.857	5.789	9.947	0.032	-5.272	1.563	-13.533	-4.148	-2.824	-4.373	25	ScrambledFaces
7.999	-0.078	-8.327	-4.178	4.506	-4.071	1.318	-2.971	-0.516	5.998	6.591	4.493	14.076	11.683	-8.664	10.777	5.774	1.981	5.224	9.322	8.256	8.266	5.777	14.165	-3.247	-1.296	9.913	3.433	25	Cars
28.886	4.618	10.520	-3.041	1.307	-17.945	5.981	-8.824	1.441	4.870	4.721	3.362	3.517	0.639	2.472	-3.356	3.527	-17.460	-4.052	-3.229	-1.073	-11.847	-8.802	-6.858	-8.347	-4.103	-1.287	-0.351	25	Faces
