FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-9.520	-4.104	2.636	-4.372	-2.028	-4.617	11.261	3.789	9.280	5.251	-3.668	2.808	-2.738	0.853	6.771	-6.820	-8.990	4.550	-7.676	-4.709	-4.982	-8.081	-6.705	-3.779	-0.478	8.962	8.326	7.939	28	Cars
-5.889	10.975	-3.180	3.262	2.023	1.089	0.721	2.458	-6.190	0.080	0.207	-3.439	-0.700	-2.039	3.801	6.198	7.403	-1.585	4.250	4.204	3.938	2.136	3.626	0.683	-3.324	-8.324	1.742	-6.343	28	Faces
-1.645	-8.708	-2.664	-3.761	-4.024	5.322	0.300	0.118	10.250	-2.486	-1.218	0.631	0.766	-2.956	-3.822	-9.201	-0.068	9.208	1.732	-8.523	-6.298	-5.145	-1.445	5.524	3.091	7.039	6.815	8.640	28	Cars
-10.210	-3.621	0.110	-4.078	-4.891	-5.807	-8.834	-1.877	-5.810	-5.934	-3.244	-1.542	-9.356	-5.000	0.620	-1.331	0.758	11.153	3.726	-3.535	-4.188	0.693	9.357	1.323	10.376	10.399	-3.142	3.173	28	ScrambledFaces
-7.435	9.582	7.166	5.617	1.215	3.198	-0.787	3.568	4.190	-0.948	2.164	-1.512	-5.515	-7.596	-3.309	-2.533	-9.278	13.161	-0.105	-0.323	-6.288	2.627	-3.446	4.420	-5.212	-5.099	2.136	-2.291	28	Faces
7.639	-10.279	5.191	-6.387	-2.909	-0.047	-1.429	0.337	3.727	0.334	0.160	2.675	-1.426	-5.669	-0.035	-14.291	-14.056	8.608	-4.213	-9.925	-6.023	-0.369	1.015	5.814	9.755	12.274	4.445	6.423	28	ScrambledFaces
2.710	-10.478	-3.274	-3.695	-3.238	0.464	-5.273	-6.729	0.997	-3.926	2.793	1.927	-3.947	1.846	3.273	-3.468	4.387	13.028	4.061	-1.918	1.079	6.359	3.627	7.403	0.283	-5.399	-5.731	-1.990	28	Faces
3.317	2.258	3.929	-6.564	-4.650	1.301	1.266	-3.654	1.139	9.082	4.838	3.565	0.613	1.811	5.892	-9.077	-8.724	-0.051	-11.079	-2.909	-5.504	-4.949	-6.749	-1.742	3.016	9.038	4.068	4.824	28	Cars
0.509	-8.680	-2.142	-5.205	0.053	0.318	-1.897	-5.718	4.605	-0.218	1.472	0.007	-1.891	-0.574	2.402	-1.469	3.855	4.417	-0.260	-2.561	0.793	-1.493	1.129	-1.042	1.938	0.001	1.702	2.402	28	Faces
-0.032	1.652	0.312	-0.548	-1.675	-1.951	2.524	0.594	3.242	4.978	5.881	-1.351	-2.444	-1.051	1.435	-0.621	0.569	3.619	-0.683	-0.289	0.142	0.720	-1.548	-2.066	-2.584	-0.592	1.588	1.056	28	Cars
