FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
1.210	-4.546	-1.527	-6.640	-8.641	0.138	5.898	-4.489	6.207	8.219	10.496	7.909	-0.092	-5.963	5.003	-4.377	-1.127	-18.418	-4.703	-5.358	-7.070	-3.949	4.033	0.581	-3.724	5.353	8.558	8.161	7	ScrambledCars
-9.898	-6.127	-7.871	-8.606	0.178	-1.001	2.636	-9.486	-0.387	5.587	1.952	10.576	7.755	5.830	-4.323	-8.162	-4.726	8.130	-0.093	-6.253	-5.150	-9.526	-11.753	9.929	5.707	4.960	9.039	8.080	7	Faces
0.677	-12.489	-4.949	-8.497	-1.340	-2.952	9.381	8.505	11.875	10.753	11.123	-2.438	3.594	-1.205	-8.290	-12.341	-8.499	3.631	-1.408	-5.160	-2.258	2.343	-21.870	9.142	5.711	12.847	14.634	9.744	7	ScrambledCars
2.225	-4.055	-11.187	6.977	3.008	4.825	6.532	-4.478	1.573	4.859	6.689	1.439	2.548	0.960	-7.350	-2.366	-0.285	-8.762	3.348	0.081	5.970	4.355	-3.663	0.337	-4.744	0.630	1.250	-1.058	7	Cars
-5.506	-0.521	-5.276	-4.110	0.874	9.139	6.661	4.555	3.793	7.205	6.872	11.188	0.088	-6.638	3.408	-1.811	-9.713	-13.051	-12.074	-2.776	-1.829	0.647	-19.082	5.424	7.847	9.266	11.951	8.722	7	ScrambledFaces
0.614	-9.335	-13.209	-7.051	3.745	-7.712	7.675	9.604	15.039	12.513	12.372	6.292	1.277	-3.399	-7.583	-9.056	-7.041	-15.023	-7.930	-6.824	-4.647	-5.430	-0.671	3.604	3.794	8.493	12.512	13.449	7	ScrambledFaces
13.991	7.608	7.929	-0.261	-4.728	-4.247	-0.011	1.037	8.847	0.659	4.664	-5.191	-12.129	-7.826	2.413	5.119	-0.455	-2.769	-6.979	1.774	-8.678	1.097	-14.497	-6.168	8.061	0.033	-4.256	1.104	7	ScrambledCars
-2.848	-16.353	1.697	-13.328	-7.223	-8.487	4.993	-3.321	2.960	5.340	7.340	4.200	3.142	1.169	0.740	-7.397	-6.337	2.693	-3.097	-11.989	-11.080	-2.975	8.933	3.078	8.714	9.822	7.489	8.538	7	Faces
-2.934	-10.705	9.179	-5.132	-6.883	-0.878	11.283	7.785	10.266	5.647	5.709	4.271	-0.664	-4.178	-1.080	-12.510	-10.810	-11.007	-2.068	-13.765	-7.881	-6.405	7.500	2.736	8.267	4.094	4.853	4.772	7	Cars
-3.405	-10.280	-7.612	-1.558	2.012	2.447	9.962	4.378	-2.579	3.056	4.285	10.585	5.924	-1.153	-0.002	-9.420	-9.190	-16.203	-2.654	-3.870	-1.752	-6.372	-6.322	2.332	-0.926	-1.119	4.698	8.383	7	Cars
3.625	1.053	-3.955	-2.535	1.677	0.204	7.952	-5.249	-0.634	2.622	0.758	11.518	-1.875	-3.712	1.510	1.144	-1.906	9.910	-7.309	-4.765	-3.645	-9.501	-7.015	-4.088	3.522	-2.078	-5.567	4.401	7	Cars
-7.114	-5.195	5.924	-5.371	-5.693	5.558	0.993	-0.720	7.419	5.731	14.009	10.114	-11.148	-18.384	4.817	-10.488	-7.977	3.130	-8.869	-18.152	-17.320	-21.273	-3.025	-4.389	-3.752	8.364	1.865	7.593	7	ScrambledFaces
-6.089	-15.968	-8.741	-6.597	-5.094	-0.997	4.630	13.457	18.251	7.573	10.201	10.671	-3.818	-8.704	-9.182	-18.556	-12.043	-9.170	-6.902	-18.024	-11.165	-3.584	2.779	3.784	10.463	11.633	10.979	11.077	7	ScrambledFaces
-3.891	-13.522	-0.604	-9.226	-12.583	-9.744	-1.417	2.701	7.166	6.633	8.604	2.554	0.293	-5.359	3.509	-11.049	-9.696	-7.104	-7.000	-10.414	-8.049	-14.794	23.561	4.627	9.769	12.654	14.731	8.908	7	ScrambledFaces
-9.690	-8.434	-2.277	-8.493	-2.748	-3.506	4.098	10.313	4.884	9.371	4.884	5.660	6.769	3.409	-0.469	-5.786	-7.838	-15.034	10.043	-2.293	4.471	-10.984	31.866	5.395	-0.681	1.662	3.929	5.737	7	Cars
3.300	1.108	8.125	3.002	6.857	2.197	0.841	0.320	0.785	-0.994	2.438	-3.994	-6.392	0.309	2.350	4.564	1.297	4.820	2.872	9.376	5.111	0.762	-23.027	-3.617	-0.562	-5.624	-2.988	-1.732	7	Cars
-3.125	-9.589	-1.141	0.604	-0.808	1.626	4.561	1.518	5.160	3.239	8.149	-1.054	-1.762	-4.208	2.056	-4.649	-10.951	-12.100	-0.958	-2.076	-10.541	-6.444	1.922	1.728	-2.385	6.018	9.550	1.291	7	ScrambledFaces
