FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
5.250	1.072	6.027	-0.165	-3.497	-3.567	-8.474	-9.495	-5.584	-2.846	-2.785	-1.606	-2.629	0.649	5.489	-2.101	3.919	5.291	4.138	1.929	3.769	4.895	-0.572	1.294	-2.399	3.896	-2.272	-0.128	13	Faces
-1.152	4.428	4.165	-3.103	-3.274	-4.545	3.715	0.453	1.868	1.764	1.343	0.465	-3.426	-1.257	2.237	9.103	0.576	0.057	-0.718	0.530	-0.085	-1.139	-3.622	-3.167	-4.387	-2.703	0.111	-0.819	13	ScrambledCars
1.935	3.138	4.126	2.098	0.089	2.632	-4.015	-3.951	-1.889	-0.479	-1.669	0.619	-2.219	-1.057	1.094	0.948	2.390	2.881	1.690	2.152	1.569	-1.854	-5.448	-3.621	-2.700	-0.686	-2.232	-0.775	13	Cars
2.428	3.170	-1.850	2.965	-2.891	-2.121	1.044	-4.071	-2.515	0.841	-2.453	-2.558	-2.578	1.482	3.627	11.376	6.030	4.496	1.390	1.537	2.075	-0.402	4.316	-1.160	-2.049	-2.868	1.222	-4.197	13	ScrambledCars
-6.934	-2.299	-2.539	-2.543	0.738	-0.774	-7.552	-5.430	-4.755	0.785	-3.486	2.645	0.724	1.421	1.126	0.335	1.653	6.182	2.218	2.702	-0.115	5.524	0.743	1.785	3.782	2.330	4.064	2.297	13	Cars
7.720	8.156	12.247	4.973	5.665	7.482	-7.420	-4.871	-9.508	-3.557	-6.679	-4.083	-2.913	1.553	5.523	8.761	5.456	-2.330	1.602	7.229	6.395	3.384	0.558	-3.639	-5.355	-9.740	-7.918	-6.971	13	Cars
6.429	4.876	1.455	3.737	-1.773	-1.737	-5.423	-6.550	-6.532	-5.777	-4.434	-4.445	-1.902	1.773	5.970	5.205	5.341	3.816	6.499	5.433	5.752	5.855	1.786	-0.636	-4.732	-4.728	0.591	-2.746	13	Cars
-1.109	-4.809	-2.601	-4.307	-1.158	2.655	-3.037	3.644	1.661	3.368	2.283	-0.352	-2.666	-2.575	5.014	-3.253	-2.142	6.688	-1.735	-5.259	-2.252	-5.062	3.238	-1.999	1.235	-1.387	-1.885	2.203	13	ScrambledFaces
8.805	1.447	3.490	2.301	-4.036	-3.506	2.838	-2.778	-4.452	-2.649	-1.637	0.361	-1.480	-1.801	-2.614	-1.938	1.659	4.361	-0.248	1.723	0.398	0.183	0.893	0.851	-1.829	-4.011	1.193	1.508	13	Cars
5.271	8.182	-4.101	3.557	3.004	0.827	-4.552	-8.729	-9.796	-5.598	-5.221	-2.720	0.659	7.684	0.004	7.766	7.901	-0.680	4.383	8.291	6.357	6.693	3.178	2.533	1.979	-0.477	-1.259	-5.035	13	Cars
-1.786	5.101	4.201	-0.190	-2.350	-2.439	2.232	0.768	-0.640	-5.648	-1.222	2.969	2.802	0.576	3.379	2.984	2.992	0.161	0.552	2.279	1.350	1.885	4.399	-2.597	-4.610	-2.714	-6.646	1.189	13	Faces
1.842	-0.419	-0.208	-2.251	-2.396	-2.250	-1.003	-0.210	-2.460	-3.487	0.528	1.509	1.982	1.987	-1.175	-1.413	4.565	-0.978	6.159	1.606	1.044	7.900	1.380	2.093	1.464	0.704	2.625	-1.173	13	ScrambledFaces
-7.279	-5.996	-6.706	-3.286	0.240	-0.853	-9.043	-6.203	-1.390	-0.014	1.381	2.682	4.026	0.939	-2.416	-8.501	-1.375	6.044	7.362	2.630	5.173	10.121	3.754	7.597	3.439	3.764	4.935	5.061	13	ScrambledFaces
8.290	-4.123	-2.306	0.251	-0.378	-3.613	2.428	-1.190	-4.511	1.163	-2.902	-5.730	-0.409	4.498	4.690	6.430	4.632	2.810	-0.604	2.560	0.881	2.043	2.270	-1.450	-6.750	-3.670	-2.131	-3.991	13	ScrambledCars
7.235	8.607	4.243	4.702	3.376	0.974	5.515	-2.766	-3.136	-11.483	-5.786	-8.660	1.624	3.991	3.552	8.870	4.122	-7.955	1.859	3.815	3.989	-1.190	-0.113	-4.300	-5.626	-3.751	-3.003	-4.034	13	ScrambledCars
4.309	2.757	-0.726	-2.213	-2.352	-4.301	-2.528	-7.972	-8.226	-0.234	-4.349	1.287	2.080	4.302	5.646	8.905	6.202	7.798	6.360	3.886	2.508	4.265	5.075	2.607	1.222	-0.126	3.750	-2.924	13	Faces
10.978	8.203	14.215	5.106	2.369	4.533	-6.702	-8.674	-9.617	-2.651	-8.699	-8.365	1.173	2.032	4.863	-4.165	5.009	5.041	3.306	3.945	3.643	1.171	-1.382	-1.197	-1.918	-3.647	-4.704	-7.819	13	Cars
12.608	7.013	1.125	6.058	5.114	0.041	-5.366	-11.068	-12.057	-7.478	-9.081	-8.971	-1.432	2.665	14.478	9.539	8.980	0.803	7.461	12.257	6.664	4.434	2.531	-1.838	-8.580	-8.377	-11.972	-4.008	13	Faces
-2.034	3.023	0.820	4.266	-0.438	-1.832	4.782	-0.981	-4.013	-2.703	-1.720	-0.876	-2.575	5.095	1.913	6.971	1.922	-4.192	0.128	3.244	5.968	2.585	-1.001	-0.956	-0.796	-0.486	8.267	1.318	13	Faces
7.933	1.397	5.389	0.370	-2.619	1.130	-6.925	-7.680	-8.223	-0.213	-4.286	-3.066	-6.243	-4.300	7.913	-3.779	5.380	6.349	-0.876	-1.589	-0.964	1.996	1.217	-2.789	-3.102	-3.545	-2.890	-3.297	13	Cars
-8.161	-1.130	-1.204	-1.082	3.563	2.109	1.865	1.851	2.140	0.482	3.205	3.637	3.814	2.898	-8.826	-5.524	-3.342	-2.468	1.405	-1.067	-1.787	0.005	-0.969	3.450	3.791	2.942	4.839	0.517	13	Faces
0.799	-1.455	-10.403	1.255	1.340	-3.259	6.621	0.904	-0.315	2.765	-1.125	3.063	8.483	7.778	-1.836	2.686	0.265	-10.825	0.903	3.198	4.633	4.111	-0.686	5.648	1.134	0.644	10.374	2.136	13	ScrambledCars
4.820	1.679	1.064	3.162	2.112	-0.288	0.070	-1.784	-1.100	6.890	-0.420	-0.445	1.403	4.716	-4.077	0.474	2.610	-0.239	3.830	5.447	5.875	3.184	1.130	1.911	-1.714	-2.516	-2.537	-2.732	13	Faces
0.845	-0.255	-5.006	0.617	-2.141	-5.967	3.139	-0.546	7.311	0.519	-2.705	-0.274	-0.016	-1.176	-1.446	1.263	-0.526	0.222	2.223	-1.162	2.794	3.215	1.856	2.544	1.530	0.564	4.044	-4.098	13	ScrambledFaces
4.041	3.645	0.592	1.643	4.679	4.422	-7.213	-7.496	-6.025	-0.462	-1.541	-1.908	2.277	4.501	1.890	-4.424	2.888	-1.751	3.094	4.290	4.564	2.962	2.270	4.671	0.953	0.960	-4.522	-2.323	13	Cars
5.462	0.139	9.265	-3.643	-2.834	0.169	5.899	3.168	-0.186	-3.290	0.309	0.007	-4.342	-5.153	0.317	3.029	-2.741	-1.630	-4.974	-4.456	-4.458	-4.353	2.117	-1.670	-4.106	-1.613	-5.370	0.174	13	Cars
-8.236	-2.566	4.463	0.817	-1.554	4.669	-0.811	4.032	0.581	-1.267	3.881	0.794	2.868	1.735	-7.378	-0.778	1.319	1.032	0.353	-0.867	2.471	7.411	3.277	4.094	1.860	1.952	2.661	3.691	13	ScrambledFaces
9.787	4.473	4.495	2.409	-2.963	-0.382	-9.354	-1.351	-6.231	-6.019	-8.649	-8.544	-4.040	0.065	15.003	12.163	5.645	-20.122	2.731	1.866	-0.939	0.133	7.444	-3.691	-2.197	-4.026	-8.125	-7.551	13	ScrambledFaces
11.030	5.954	1.800	3.701	-0.860	-4.467	-0.842	-10.459	-12.350	-10.595	-8.190	-10.482	0.158	2.675	10.928	7.237	7.711	9.103	8.787	9.349	10.419	7.355	3.203	-1.953	-3.945	-9.323	0.971	-6.508	13	ScrambledFaces
0.878	1.422	-4.152	1.304	3.609	1.601	-0.058	-2.994	0.529	6.255	0.315	-1.186	7.199	8.017	-5.410	-3.560	-3.269	-2.966	1.537	4.391	7.497	4.427	0.773	7.171	0.091	4.921	7.090	-0.819	13	ScrambledFaces
7.691	4.807	-4.061	5.566	4.880	-1.474	-4.986	-10.336	-8.854	4.346	-6.025	-6.068	4.898	7.130	-0.121	4.730	9.568	5.790	7.584	9.287	11.091	8.617	4.876	3.119	-5.202	-7.142	-3.685	-7.099	13	Faces
43.456	-9.660	-7.326	-6.677	-2.799	-4.297	0.853	0.206	1.795	1.765	2.617	5.904	-2.647	-1.055	-10.023	-4.782	-6.666	-3.879	-6.297	-7.659	-5.032	-2.043	-2.220	-3.562	-5.803	0.703	1.371	2.329	13	Faces
-8.424	-1.134	-3.006	0.645	-2.084	-4.639	0.674	-4.376	-1.605	-5.445	0.938	2.498	4.098	4.913	-1.563	0.956	1.101	-1.482	1.861	2.493	7.768	4.536	3.010	4.612	3.027	3.696	5.332	3.293	13	ScrambledFaces
-4.140	0.322	7.436	0.626	-2.866	0.698	0.370	-2.310	-2.626	-3.285	-0.672	0.062	-1.577	-0.672	0.381	-2.214	0.745	-0.426	-0.118	2.188	1.434	1.820	-6.034	2.267	0.494	1.828	4.574	1.075	13	Faces
11.791	4.871	2.693	3.212	3.623	3.358	-5.785	-9.111	-9.424	-0.764	-5.528	-5.594	3.631	1.737	0.953	0.190	7.672	-3.324	5.903	5.528	4.345	1.552	3.044	0.207	-3.638	-2.959	-2.197	-2.469	13	Cars
-0.320	3.983	-5.921	0.580	0.703	-3.569	3.243	-1.863	-5.204	-3.849	-1.943	-1.691	1.995	6.678	0.471	12.005	2.287	-4.492	4.646	6.847	6.202	2.870	6.328	4.154	-0.431	-3.271	-4.610	0.694	13	ScrambledCars
2.117	3.170	-0.186	1.009	3.618	2.100	0.561	-0.349	-2.645	-3.394	-3.944	-2.266	1.841	2.494	3.969	7.587	3.080	3.646	4.311	6.514	6.014	2.512	1.734	-0.470	-2.209	-4.177	-6.806	-7.008	13	Cars
9.394	7.189	9.376	7.688	2.521	4.216	-1.569	-2.878	-2.517	-1.699	-7.519	-11.455	-2.283	-3.890	7.850	1.965	3.977	0.253	1.327	1.837	0.799	-1.817	1.027	-5.784	-5.777	-7.027	-13.221	-10.894	13	ScrambledFaces
-7.101	-4.578	-1.902	-3.600	3.960	7.901	0.745	-1.310	-0.247	3.879	0.417	7.069	2.922	6.507	0.214	-7.346	-6.133	-1.781	-3.950	1.823	6.681	2.057	0.114	4.051	-1.089	4.012	-0.875	4.668	13	ScrambledCars
3.803	8.076	4.225	4.704	0.463	1.031	5.098	0.161	-0.671	-0.044	-1.201	-8.498	-4.524	-5.400	6.627	7.493	3.099	-0.284	2.563	2.028	0.378	1.386	-0.676	-0.898	-5.080	-6.458	-12.455	1.764	13	ScrambledFaces
1.954	0.559	-0.111	3.700	1.682	0.981	-6.677	-1.958	-2.532	-5.875	-2.107	-1.274	-0.286	-2.819	2.730	-0.538	0.259	4.928	-1.923	1.502	-0.565	2.256	0.470	1.903	3.632	1.729	-9.568	0.426	13	ScrambledCars
1.502	-5.115	-5.082	-5.403	-4.674	-7.047	-0.536	-1.853	1.479	3.971	4.742	7.094	1.016	-1.058	-1.741	-8.776	-3.185	-2.140	-1.115	-1.632	-0.906	-0.401	-2.159	4.041	5.757	7.922	13.902	5.710	13	ScrambledCars
1.949	-0.945	5.898	0.442	3.076	6.838	-2.344	1.409	0.519	-0.924	-0.441	-2.173	-2.144	-0.914	-3.362	-6.230	-4.795	-1.085	-3.350	-5.124	-1.349	1.654	0.141	-1.262	0.690	-2.598	-0.436	-3.314	13	ScrambledFaces
1.602	-8.260	-6.417	-7.358	-0.451	-2.708	0.915	-1.263	-2.195	2.164	0.012	-0.993	5.784	1.127	-2.442	3.837	0.050	5.639	-0.343	-2.616	1.556	2.989	0.519	5.225	2.926	4.899	4.803	-1.428	13	ScrambledCars
4.748	-2.070	-3.252	-4.029	0.104	-2.005	8.866	0.939	-1.267	2.637	0.562	-2.210	3.105	5.801	-6.370	0.764	-3.794	-0.525	1.605	1.641	3.940	6.148	3.813	2.923	-2.362	-1.425	2.003	-2.640	13	ScrambledFaces
0.721	2.620	4.005	5.961	1.097	2.539	-3.660	-0.810	0.089	-3.407	-0.218	1.299	2.640	0.530	-4.411	-2.873	-1.394	-6.498	0.540	1.812	1.244	0.594	-0.998	1.937	-0.960	5.700	0.339	3.609	13	ScrambledCars
9.665	1.533	-0.205	-0.615	2.461	0.345	-9.621	-4.840	-2.189	-3.077	-2.718	-7.791	-1.246	-2.452	3.678	-5.037	3.367	9.831	4.306	1.928	1.040	1.716	-0.595	-1.697	0.227	-3.514	-4.125	-3.106	13	ScrambledCars
