FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-5.378	-3.653	3.705	-1.290	-5.966	2.879	4.007	7.718	11.187	9.178	13.149	7.827	-5.291	-10.079	-4.783	-7.678	-14.051	-13.643	-9.558	-9.246	-9.302	-10.164	-6.559	-0.067	3.591	11.123	8.197	11.476	26	ScrambledCars
-7.800	-5.341	-9.159	-3.536	-6.003	-1.389	0.295	5.856	9.176	4.470	13.833	10.653	-4.286	0.196	-5.657	-3.589	-8.888	-4.379	-9.282	-0.578	-1.458	-4.963	-5.287	-7.357	3.922	9.483	7.887	15.313	26	ScrambledFaces
-4.875	1.772	-8.362	1.769	3.785	-3.884	-1.010	-4.275	4.653	3.320	1.461	14.607	-1.031	-2.838	-4.267	-1.271	-3.515	-5.950	-11.838	-1.990	1.486	-10.558	-8.883	-5.393	0.118	11.705	7.428	15.117	26	Cars
-8.414	-13.419	-18.556	-13.626	-4.796	-12.671	7.113	3.335	13.845	16.188	19.840	13.849	9.131	6.590	-16.045	-16.926	-4.195	-8.965	-7.435	-8.911	0.998	-2.335	-3.807	6.861	10.756	18.068	9.246	15.991	26	Faces
-6.111	-10.425	-8.655	1.029	-6.861	-7.885	-2.250	-2.005	3.450	-4.549	8.650	-0.323	-4.170	-3.001	-2.643	0.571	-1.778	0.486	6.730	4.834	0.741	7.436	5.135	7.417	5.739	14.711	7.488	5.414	26	Faces
-13.109	-11.408	-10.534	-17.603	-14.620	-8.971	5.395	1.813	6.348	8.855	17.871	21.905	0.770	-9.547	-4.366	-6.277	-6.758	-5.588	-10.766	-14.000	-14.130	-5.412	-5.664	7.416	16.598	25.238	16.327	26.977	26	ScrambledFaces
-6.862	-4.824	1.409	-7.300	-5.249	2.010	8.699	2.384	13.285	11.455	21.256	27.863	1.810	-9.941	-6.041	-18.207	-13.576	-10.039	-17.608	-20.409	-14.155	-9.913	-7.704	-0.228	8.289	15.891	14.976	25.097	26	ScrambledCars
-8.642	1.658	-2.733	-3.158	0.424	-7.474	-1.029	-4.638	2.933	5.230	-11.074	3.832	2.228	3.301	-6.738	-2.809	3.088	3.469	2.077	-3.580	-1.157	4.961	6.333	1.766	7.337	7.328	9.414	8.598	26	Cars
5.092	0.058	6.352	0.153	-4.167	-1.006	-13.831	0.280	1.455	0.033	2.797	-0.458	-10.979	-9.734	-0.787	-5.250	-3.814	-1.734	-6.138	-7.417	-6.597	-9.715	-8.139	-8.047	9.256	9.262	-3.198	9.594	26	Faces
-8.946	-4.743	-0.510	-6.934	-8.448	-6.625	-6.675	-5.526	3.765	-3.662	9.444	5.484	-7.292	-5.342	-1.851	1.534	-2.221	6.840	-2.579	1.758	-4.072	-2.085	1.576	-0.695	2.455	9.949	0.805	7.349	26	Cars
