FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-2.946	-7.885	5.528	0.563	-5.100	4.261	-2.941	6.861	7.577	-3.237	22.568	15.913	-6.763	-13.806	-4.771	-11.196	-8.837	-10.237	-24.040	-11.930	-12.326	-7.939	-7.036	-5.555	7.764	11.995	-3.776	9.131	9	ScrambledFaces
-9.037	-5.315	-0.253	-5.841	-0.690	-0.991	1.800	6.180	8.057	9.604	10.691	11.245	5.225	-3.825	-7.730	-4.244	-2.582	-12.852	-8.480	-7.626	-6.657	-14.420	-0.212	2.057	-5.960	10.393	9.718	8.724	9	ScrambledCars
-13.334	7.795	-0.511	6.651	-1.101	1.590	-10.097	-3.177	-2.485	-1.028	-6.132	2.701	-5.844	-4.788	-3.814	4.341	5.810	3.992	-1.691	6.142	0.292	-6.775	5.022	1.678	-1.799	0.741	3.237	3.551	9	ScrambledFaces
-15.506	-2.132	-4.702	1.300	-2.359	2.311	-6.817	-5.285	2.791	8.335	7.027	12.181	-1.476	1.667	-10.481	-1.213	-3.989	-12.193	-1.101	-0.781	-0.145	-1.877	-3.236	4.982	10.113	10.477	7.094	8.453	9	ScrambledCars
-2.922	-3.906	1.902	-3.837	-8.324	-0.092	-5.105	6.429	4.283	-5.169	2.531	4.256	-8.363	-11.287	2.446	-10.501	-1.136	33.549	3.910	-14.646	-9.626	-4.893	0.549	-6.372	6.965	2.730	-1.114	3.725	9	Cars
7.037	-2.224	0.679	0.637	2.466	2.132	-2.737	0.846	-1.300	-8.442	2.463	2.328	0.431	-0.686	-1.846	-0.806	2.276	-4.191	-1.734	-0.147	0.058	-3.425	-0.177	-5.332	0.915	2.630	-1.807	0.734	9	Faces
-6.492	-5.559	-1.348	5.080	-0.477	0.743	-7.865	2.901	0.322	-2.767	-1.795	4.571	-7.922	-5.973	1.532	-3.554	2.697	3.855	3.354	-2.737	-1.008	-0.232	-2.591	-2.082	2.436	2.796	3.117	5.477	9	Faces
-5.095	-2.117	1.288	5.187	-3.126	-2.182	-6.528	4.889	4.827	-6.953	15.133	13.490	-8.150	-10.425	-3.816	-8.487	-16.175	-5.743	-3.659	-7.653	-10.764	-9.172	-7.886	2.151	6.068	9.392	6.625	8.605	9	ScrambledFaces
-6.593	-12.057	-3.691	-6.162	-4.116	-4.133	-1.167	0.938	2.494	12.086	10.975	10.351	7.502	5.787	-20.022	4.033	-0.525	-8.249	-10.011	4.584	1.570	-8.487	-4.335	4.298	-3.358	9.889	7.887	10.816	9	ScrambledCars
6.103	4.262	2.076	10.863	11.071	1.211	4.546	2.083	2.084	8.432	7.816	2.892	0.388	-3.702	-17.612	4.461	0.805	-10.347	-8.980	1.956	-2.309	-6.844	-7.806	-4.115	-5.150	-3.257	0.177	-0.342	9	Cars
-2.819	2.156	-1.844	7.990	3.092	1.803	2.442	-4.545	-1.189	-19.195	2.319	6.057	-0.107	1.936	-9.905	1.309	2.313	1.693	1.864	1.110	1.613	-7.466	-5.649	-0.823	-0.421	4.925	-2.658	2.735	9	Cars
-16.790	-5.198	-3.526	-7.996	-5.815	6.085	-0.467	2.472	7.376	5.832	11.470	14.613	-6.325	-4.026	-4.223	-15.005	-6.413	-6.317	-4.737	-12.224	-10.945	-7.683	-0.607	-4.184	7.861	14.149	5.323	15.555	9	ScrambledFaces
-5.597	-5.570	1.335	-19.712	-4.191	4.458	-2.494	4.630	11.507	-17.535	11.601	10.306	-5.617	-10.846	-13.327	-6.961	-0.847	1.053	-7.463	-7.915	-11.349	2.792	0.974	-0.105	6.811	12.468	-0.113	8.353	9	ScrambledCars
-18.651	0.396	1.525	1.104	-6.750	2.075	0.694	9.713	10.488	12.325	14.788	11.097	-19.168	-14.444	-8.644	-7.643	-2.442	3.971	-12.199	-8.166	-13.397	-11.086	-6.528	-9.551	6.849	7.961	-5.750	9.147	9	ScrambledCars
-0.345	2.118	-0.511	3.897	2.841	0.183	0.232	-1.268	-1.484	7.786	1.965	-1.095	-5.698	-3.189	0.407	0.379	-3.431	-6.367	-3.149	3.443	-0.549	0.853	-2.913	-5.626	4.204	6.341	-0.201	0.452	9	Cars
-18.706	-5.024	-7.538	-0.934	-0.963	-2.801	6.027	0.267	5.439	2.005	10.740	7.994	5.380	2.190	-10.584	-0.824	0.659	3.249	-5.402	-3.417	-1.673	-7.167	5.525	4.205	4.205	6.551	6.951	10.656	9	Cars
-8.677	-10.217	-6.812	0.613	-3.102	-2.583	1.228	5.847	5.189	-5.330	5.333	9.420	1.151	-5.358	-11.128	-5.441	-1.829	-3.578	-1.978	-5.429	-7.763	-0.921	1.142	0.509	8.827	5.968	2.646	9.742	9	ScrambledCars
11.949	1.738	4.727	1.547	-0.814	1.432	8.210	3.764	1.514	-3.418	-0.352	1.243	-3.467	2.919	3.793	-5.196	-5.320	-14.105	-11.601	-2.064	-1.610	-4.194	-6.299	-1.611	3.181	-1.499	-5.997	-0.726	9	Faces
