FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
13.626	13.940	12.120	4.303	1.033	5.234	-3.606	-3.646	-4.760	-11.825	-1.917	-6.782	-2.710	-0.911	6.498	11.762	13.761	5.275	12.568	1.061	-9.044	11.289	-4.462	-8.447	-13.965	-13.225	-12.167	-8.502	34	Cars
-3.016	-0.547	-5.279	-1.292	1.922	-1.978	1.653	-3.500	-2.544	2.731	8.976	4.027	1.561	-0.714	1.345	7.977	4.747	1.765	-8.011	2.051	-0.953	9.806	-2.808	5.944	0.915	1.854	7.025	2.276	34	Faces
-7.672	-0.613	-1.636	1.640	5.111	3.707	5.374	2.881	6.609	3.296	-1.963	-5.780	-2.160	0.308	-1.713	-1.996	3.725	4.701	-8.074	-3.333	-5.627	-2.278	0.438	-5.373	4.573	1.317	-6.237	-6.387	34	ScrambledFaces
7.861	8.445	8.635	6.298	1.254	-3.131	-7.578	-5.069	-5.062	-3.344	-7.550	-2.106	-2.477	1.386	3.400	10.511	6.361	0.114	-7.443	9.736	7.945	-2.378	-18.998	-1.163	6.991	13.596	-12.811	5.840	34	ScrambledCars
-15.297	-9.945	-11.158	-7.299	-8.217	-4.366	5.583	4.506	22.158	13.206	20.981	16.144	4.041	-3.366	-16.049	-11.740	-12.118	-12.381	3.227	-13.544	-11.337	3.668	-8.710	5.140	15.518	21.588	13.289	16.973	34	ScrambledCars
8.386	9.609	7.483	7.240	4.061	6.010	0.270	8.304	3.712	-2.279	-1.655	-6.647	-7.119	-3.806	2.034	8.141	4.318	-2.147	15.664	6.896	2.622	-12.314	-6.732	-11.088	-11.471	-13.400	-5.462	-11.484	34	Cars
5.463	10.056	13.824	12.231	5.480	2.668	-4.362	-8.917	-8.109	-8.832	-7.952	-14.141	-1.385	4.276	5.039	4.817	3.946	5.300	4.204	5.954	9.710	0.417	1.005	-6.414	-2.354	-13.920	-8.955	-6.173	34	Faces
-0.162	3.513	0.681	4.724	-0.809	-4.143	-5.813	-5.970	-2.410	1.704	2.797	-4.116	-3.633	-1.016	8.173	5.812	5.099	10.610	3.513	2.443	-1.877	2.668	0.117	-10.469	-10.260	-6.864	3.058	-8.631	34	Faces
11.356	17.821	11.661	16.065	1.149	6.713	-4.875	-2.144	-3.966	-8.828	-14.551	-8.353	-6.194	-5.751	16.258	11.722	13.680	8.639	3.128	4.156	4.510	5.287	0.914	-11.002	-15.597	-17.096	-19.546	-13.012	34	Faces
3.340	-4.249	-7.804	-1.158	-0.228	-1.459	-1.057	5.173	8.417	2.836	8.745	4.650	-3.098	-6.068	0.060	-5.967	-5.397	-4.997	8.105	-5.171	-2.241	-4.388	-12.068	-4.485	0.831	0.320	10.315	8.283	34	ScrambledCars
6.289	-2.721	-5.113	1.246	-4.212	0.846	-8.348	-6.017	1.820	-0.142	3.623	-3.352	-3.120	-1.855	2.440	0.603	-1.986	-3.569	-1.042	4.563	-5.416	-1.770	-1.464	-2.496	5.928	5.416	8.560	-2.798	34	ScrambledFaces
1.519	8.815	0.039	5.390	0.952	0.426	-3.089	-12.117	-8.520	-3.462	-5.855	-5.947	-0.590	6.885	3.331	9.155	13.091	5.062	20.698	8.798	9.728	11.555	0.773	8.284	-10.177	-9.605	-12.952	-6.649	34	Cars
-10.494	-2.078	-11.687	-1.610	1.704	-1.496	2.022	-5.197	-7.021	3.748	3.203	6.003	3.446	5.964	-0.488	2.095	6.371	5.572	20.975	9.705	10.492	0.146	3.401	-1.114	-9.126	-1.050	-5.986	-5.478	34	Cars
-14.299	-8.394	-6.355	-6.806	3.148	-4.559	-0.061	-1.309	-0.353	5.469	3.707	9.437	6.826	10.396	-8.001	-8.227	-8.478	-2.293	-2.317	-3.778	3.834	17.085	-1.041	6.138	3.663	4.114	0.493	8.758	34	Cars
10.435	4.650	3.837	7.524	2.438	5.960	-2.751	-0.338	-7.175	-5.729	-10.367	-13.278	-3.080	-2.095	4.386	8.420	6.446	8.063	3.988	6.988	3.221	5.415	6.543	-4.917	-7.183	-9.951	-10.320	-19.130	34	ScrambledCars
