FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
3.871	-3.876	14.556	-3.141	-8.843	-4.721	-6.126	0.368	-5.544	-15.483	1.952	0.869	-2.141	-6.535	20.441	-8.534	-16.751	13.042	-6.594	-10.101	-11.391	-4.263	-8.591	-3.338	-7.164	4.489	-3.847	3.810	37	Cars
-7.654	-14.314	-13.047	-2.357	12.769	6.472	6.061	14.200	24.282	5.159	11.709	8.596	0.673	4.658	-18.288	-5.999	-16.708	-16.127	-21.319	0.367	6.114	-3.309	-5.744	3.598	8.329	19.327	7.471	12.811	37	ScrambledFaces
-9.442	-9.305	-14.594	-7.729	2.620	1.368	4.032	13.850	20.461	13.748	16.630	5.350	-0.645	-10.559	-9.553	-13.500	-12.736	-0.051	-11.374	-11.071	-3.007	-7.975	-11.476	-2.788	10.946	10.108	2.212	13.991	37	ScrambledFaces
8.743	-0.876	11.947	-3.565	-9.262	-10.570	-11.643	-8.143	-5.911	18.042	-1.220	-7.978	-5.974	-5.295	9.446	3.063	12.421	11.805	9.956	1.752	-2.663	4.739	-6.732	-8.696	-7.628	-6.529	-4.781	-7.296	37	Cars
8.293	3.613	16.045	2.371	-3.811	0.276	-9.484	3.318	8.792	-0.489	-1.133	-5.565	-7.992	-7.543	0.550	-5.480	-9.106	-1.877	1.703	-1.590	-3.679	-1.512	14.778	-8.114	-4.536	-2.650	-6.725	-7.069	37	ScrambledCars
-1.983	-4.760	-1.113	-6.975	-7.869	-7.778	6.660	6.551	10.479	12.659	7.714	13.709	5.367	-0.066	-6.591	-11.950	-26.111	-6.041	-10.747	-15.385	-13.987	-7.487	-2.876	0.007	7.348	9.564	5.179	13.738	37	ScrambledCars
-15.513	-7.550	-2.035	-9.762	-4.839	-0.756	5.995	31.864	20.626	1.410	15.387	10.186	-2.110	4.494	-17.489	-11.335	-26.998	-7.744	-8.549	-10.540	-8.538	-9.108	-1.093	0.604	4.088	16.884	7.952	15.120	37	ScrambledFaces
13.784	10.378	18.279	17.376	5.382	11.828	-5.378	-2.349	1.515	-8.126	-2.295	-13.765	-13.518	-7.766	5.833	4.858	3.687	1.223	2.421	3.839	-0.643	-4.293	6.920	-13.778	-4.231	-11.690	-14.599	-13.031	37	Faces
13.641	15.150	15.300	5.006	-0.089	9.253	-9.564	-1.089	-12.660	-17.180	-11.574	-8.505	-13.504	-16.555	15.718	15.509	14.124	13.663	6.847	3.270	-2.248	-5.784	-2.575	-14.579	-13.751	-6.808	-11.145	-6.311	37	Faces
-6.848	-2.593	-4.623	1.708	11.234	1.759	1.062	-3.900	2.024	7.322	13.147	-6.158	2.071	-3.812	-3.580	0.823	-12.383	-4.106	4.896	3.057	1.004	4.686	2.223	9.508	2.675	15.691	6.961	-4.106	37	ScrambledCars
-1.908	-4.883	-7.392	-4.168	-4.029	-6.457	2.937	8.101	7.389	4.429	6.165	7.357	-2.100	0.520	-7.426	-1.759	-13.547	-7.711	-2.949	-9.363	-7.713	-5.679	-11.490	-5.812	6.158	13.104	2.674	17.116	37	Faces
-5.341	0.827	0.739	-0.012	3.246	-0.675	6.823	0.354	-0.364	5.307	10.776	6.015	10.264	-0.455	-11.585	3.715	-3.865	-12.691	1.709	-0.991	-1.489	4.074	1.732	10.681	3.913	4.927	14.158	8.114	37	Cars
2.228	-2.154	4.124	-3.275	-3.060	-2.693	-3.338	12.494	9.171	-1.837	1.962	-0.651	-2.520	2.736	0.913	0.046	3.312	-4.369	-2.456	-5.114	-6.335	-2.265	-2.600	3.250	2.363	1.939	-0.496	-2.007	37	ScrambledCars
-1.000	-10.623	-0.854	-7.489	-6.734	-2.244	-2.780	10.849	5.011	3.759	10.598	-2.832	-12.287	-0.491	2.002	-2.197	7.151	2.090	-5.179	0.989	-3.488	-8.144	-3.219	-8.728	4.866	9.112	-7.002	-4.629	37	ScrambledCars
-25.051	-30.207	-23.993	-21.521	-3.781	-7.334	4.026	4.892	11.780	2.637	7.817	11.021	5.504	-2.299	-14.119	-23.726	-8.672	1.451	3.796	-14.488	-4.642	9.980	14.772	13.126	25.089	25.232	11.184	14.928	37	Faces
-12.465	-4.185	-8.886	-5.924	-1.816	-0.774	7.112	6.768	12.122	6.416	17.171	12.268	5.626	-0.040	-15.430	-9.814	-17.969	-8.157	-8.031	-12.290	-5.212	0.527	-5.450	15.089	15.093	16.428	17.803	17.146	37	ScrambledFaces
-17.293	-2.669	-15.068	-0.987	6.631	3.841	4.948	8.309	22.590	16.651	10.747	10.736	-1.960	5.088	-20.788	-9.916	-12.836	-12.474	-1.527	-3.304	4.655	-4.254	6.722	2.862	9.716	17.914	8.044	13.782	37	ScrambledFaces
-5.919	-4.047	-5.410	-5.738	3.084	-0.253	3.382	11.730	7.270	5.517	3.133	1.100	3.918	6.124	3.468	-3.642	-34.791	-7.414	-10.649	2.598	3.498	-0.884	-2.897	4.787	2.867	18.413	5.509	1.680	37	ScrambledFaces
-6.287	-16.064	-5.035	-9.276	-4.804	-7.242	3.624	8.639	16.821	9.243	16.118	3.080	1.812	-3.988	-8.507	-8.056	-18.720	-8.792	-6.750	-7.412	-2.260	-8.467	-7.042	5.131	9.958	8.687	3.563	9.127	37	ScrambledFaces
-12.036	-14.250	-16.151	-4.941	-0.356	0.007	8.081	7.023	28.700	12.520	19.393	14.236	1.104	-2.219	-17.134	-11.656	-17.544	-9.258	-15.538	-12.077	-5.804	-6.138	-14.136	4.564	19.412	22.343	11.776	18.107	37	ScrambledFaces
2.087	4.561	11.676	0.506	-1.236	2.135	-0.178	12.095	12.481	-5.482	7.291	-2.558	-14.205	-18.471	-2.221	1.585	17.360	-1.012	-1.714	1.789	-10.891	-10.980	-9.915	-12.316	-10.834	2.428	-11.259	-4.922	37	ScrambledCars
10.407	19.893	12.133	14.511	10.158	0.949	-2.644	-22.711	-13.382	-11.629	-15.270	-11.539	0.130	6.897	7.565	27.882	13.554	7.419	18.843	21.186	16.760	5.789	11.853	0.571	-14.746	-16.655	-5.577	-13.198	37	Cars
