FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-5.125	-8.865	-10.385	-4.185	-7.464	-3.756	-0.498	7.088	14.881	1.971	9.290	9.502	-4.757	-2.530	-8.635	-9.383	-8.665	-1.527	-5.614	-4.222	-4.500	-4.405	-7.936	-3.355	5.289	9.211	0.859	13.413	11	ScrambledFaces
-6.637	-9.020	-17.431	-7.781	-1.755	-4.515	1.694	6.773	10.549	9.614	8.042	5.615	-2.972	-1.955	-1.395	-4.471	-3.416	-0.189	5.014	1.453	1.509	6.126	3.205	4.828	-0.064	5.764	6.230	7.627	11	ScrambledFaces
-9.322	-5.071	-12.460	0.216	1.414	-7.045	16.576	8.385	7.511	14.694	10.622	8.028	11.224	8.277	-6.644	-0.507	-4.680	-10.695	0.172	-1.329	0.791	2.899	-1.519	2.357	-1.181	3.415	6.533	4.943	11	ScrambledCars
-3.589	-3.886	-19.550	-1.146	2.595	-6.463	11.795	9.587	9.206	11.571	9.828	6.095	9.228	10.280	-7.103	1.135	1.504	-9.999	2.876	8.697	10.459	5.376	-0.720	11.738	0.218	5.943	10.400	9.121	11	ScrambledCars
-11.602	-7.281	-7.635	-4.632	-2.501	4.804	10.319	21.802	29.813	20.059	24.816	18.446	0.410	-2.788	-17.414	-11.975	-19.595	-19.325	-12.935	-7.008	-6.562	-10.720	-18.052	-2.285	2.859	9.014	4.561	14.324	11	ScrambledFaces
-7.788	-2.456	-5.668	3.093	-1.324	-4.105	4.311	8.753	13.287	9.746	12.670	8.317	1.299	2.018	1.873	0.596	-1.698	-0.645	5.027	4.428	3.016	5.248	2.945	0.655	1.526	6.636	4.293	7.384	11	ScrambledFaces
-3.567	-0.437	-5.122	-1.345	1.345	0.653	-3.679	9.248	16.203	3.277	15.946	13.723	-1.497	-6.528	-4.541	-6.118	-2.021	-5.428	-6.941	-7.105	-10.096	-6.062	-7.133	-0.938	1.470	7.035	5.816	13.293	11	ScrambledFaces
-5.168	2.204	1.374	1.509	-0.302	0.313	-2.927	4.471	6.438	-1.905	0.755	-2.581	-1.066	-2.193	-4.272	3.759	4.973	0.531	1.184	-0.811	-2.568	-0.987	-1.143	-2.252	-7.289	-5.413	1.823	1.155	11	Cars
-0.890	-1.186	4.323	-3.128	-0.398	-2.688	10.237	-0.731	-1.381	0.699	1.386	2.436	-2.432	-2.344	6.228	0.901	0.928	4.355	-0.570	-2.438	-1.496	-3.839	-1.009	-2.314	-0.606	1.182	-0.635	0.776	11	Cars
-3.786	3.106	-0.492	2.504	-0.208	-4.872	-3.446	0.063	0.646	8.645	5.922	-0.268	2.004	2.474	3.401	5.721	4.785	2.682	8.399	5.727	7.448	3.289	2.435	-4.415	-7.755	-0.163	-2.462	-0.807	11	Cars
