FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-0.088	7.177	12.910	4.353	1.662	3.731	-5.904	-0.052	-6.724	-9.639	-13.634	-6.429	-6.685	-2.543	4.932	5.201	1.903	14.843	1.287	0.570	-0.214	5.557	5.478	-2.769	-3.866	-4.433	-4.782	-4.638	20	ScrambledCars
-2.555	0.023	-4.190	-1.245	-3.006	0.461	-3.675	0.942	-0.414	-6.000	11.076	-1.431	-7.042	-6.807	7.805	-0.132	0.261	7.587	-4.419	-3.921	-4.719	-7.229	-2.496	-3.354	-7.902	-7.927	-0.463	-2.012	20	ScrambledFaces
1.205	8.426	10.639	3.823	2.351	16.667	-4.532	-6.403	-0.539	-5.115	-7.324	-3.277	-10.241	-6.092	6.787	5.696	5.742	5.716	-0.953	3.798	-0.878	-7.752	-4.373	-9.380	1.201	-5.738	-6.559	-5.760	20	Faces
-16.474	-2.178	4.376	0.041	2.352	-3.943	3.988	5.533	9.499	6.741	7.987	6.962	3.312	-3.609	-6.909	-5.248	-6.795	0.527	-11.570	-6.593	-6.832	-13.095	-8.669	1.310	2.006	15.439	2.941	6.463	20	ScrambledCars
1.985	-2.325	-0.276	-4.871	-3.199	-0.181	3.262	11.131	9.951	5.969	14.001	9.000	-2.188	-5.858	-0.629	-3.148	-5.051	-13.731	-4.009	-2.609	-5.266	-2.123	-6.158	-1.940	5.143	5.541	1.173	6.080	20	ScrambledFaces
-8.113	-1.724	-7.519	1.070	1.174	-3.685	8.501	-3.641	6.736	8.398	9.555	11.581	4.730	2.315	-0.045	-2.279	-4.544	-5.691	-6.218	-0.070	-0.364	-3.384	-10.250	4.858	-3.351	16.068	7.052	3.773	20	Faces
1.213	4.960	7.364	6.866	-0.527	4.051	-4.505	1.477	-7.828	-2.591	-0.661	-8.708	-9.018	-8.946	3.858	-0.240	6.191	7.409	3.499	-3.509	-7.660	-2.778	0.906	-5.107	-4.135	-2.563	-4.457	-6.513	20	Faces
-9.130	-3.625	-7.629	0.804	14.563	1.189	13.241	12.762	10.708	13.130	9.911	5.799	7.657	7.109	-8.250	-2.179	-7.533	-9.289	-3.872	3.404	4.755	-4.933	-12.316	-0.288	-0.246	-1.075	-1.587	2.946	20	ScrambledCars
7.985	2.627	-8.125	-2.915	-13.545	-17.838	-4.623	4.368	4.049	-2.405	3.491	6.963	0.366	-11.299	-0.626	4.389	-4.479	-12.819	-3.436	-4.783	-11.050	-5.990	-3.675	0.877	5.918	7.737	7.041	10.162	20	ScrambledCars
5.282	6.553	10.805	4.793	7.200	-7.820	-3.661	-3.151	-4.061	2.182	-0.771	-2.475	-12.035	-9.321	1.255	2.974	4.789	9.760	3.742	4.825	-3.521	-11.324	-1.387	-10.049	-2.975	2.497	-5.086	-2.953	20	ScrambledFaces
-4.514	-1.313	-1.070	0.028	2.754	-8.707	1.715	-5.645	0.362	-0.951	2.313	2.415	5.450	8.421	-4.076	-2.709	-1.513	-5.649	1.149	1.867	4.862	5.802	5.832	8.120	-4.056	13.781	0.810	1.067	20	Cars
-7.315	-6.220	-3.772	-0.673	6.782	-0.501	4.884	-3.030	7.660	4.437	6.218	4.499	7.010	6.832	-8.424	-7.154	-6.030	-11.524	-1.552	-1.924	2.966	-3.986	-2.245	3.611	10.429	-0.314	8.079	3.809	20	ScrambledCars
-0.336	-2.595	5.747	3.021	-5.402	-0.496	-1.483	-0.615	2.904	7.420	7.366	1.819	-0.476	-1.368	0.875	-1.362	-2.020	3.439	-3.273	-5.240	-3.863	-0.581	-1.906	3.708	-5.010	-8.696	5.512	2.910	20	ScrambledCars
7.343	2.325	13.099	0.630	-1.349	-0.643	-5.325	0.232	-0.543	-0.663	1.727	0.410	-9.429	-5.816	5.089	2.265	-0.508	7.903	1.234	-2.011	-3.232	-1.364	-3.710	-3.313	-7.073	-0.476	-3.484	0.745	20	Faces
-4.519	-3.964	-11.159	-2.147	-0.109	-7.349	-1.750	-3.631	-4.061	-1.175	0.805	0.079	3.208	1.498	3.062	-0.783	-4.193	2.720	-0.800	0.210	2.102	2.455	-3.171	2.726	6.853	6.918	3.768	4.582	20	ScrambledCars
8.219	2.508	-11.821	-3.808	-8.242	-5.348	-0.924	-8.127	0.327	-0.211	0.025	0.869	0.693	-3.425	-4.456	0.337	9.945	6.171	1.857	-1.236	-2.805	-2.984	0.528	-0.835	7.668	4.971	-1.570	1.465	20	ScrambledFaces
0.297	-1.605	-12.542	-0.409	4.828	0.554	4.643	-0.776	4.571	3.202	13.254	6.501	2.562	3.727	1.860	-2.145	0.506	-1.330	-0.638	-0.869	2.572	-0.709	-13.564	-4.390	-19.582	4.286	-5.169	1.740	20	Faces
