FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	ID	Condition
-10.999	-7.685	-5.418	-4.084	-0.501	4.255	0.934	2.779	3.016	4.989	6.019	4.686	3.097	1.322	-7.472	-7.806	-8.789	-5.980	-4.579	-4.359	-0.400	-6.855	-4.673	1.966	5.504	7.921	10.584	5.958	4	Faces
-8.710	-11.366	-9.098	-7.312	-3.464	-4.645	1.268	6.128	7.190	8.482	8.798	4.955	-3.118	-5.624	-6.307	-4.681	-5.933	-2.650	-9.161	-5.662	-8.078	-7.957	-6.304	2.783	20.991	20.168	8.302	7.935	4	ScrambledCars
4.025	0.929	-0.088	0.718	1.120	-44.323	-5.243	-5.563	-7.834	-1.348	-1.984	1.562	-0.039	0.689	1.624	5.987	7.522	6.150	7.141	5.665	2.631	3.194	6.205	-0.526	7.482	10.804	7.389	3.191	4	Faces
-10.974	-4.757	-11.837	-1.261	-7.223	-5.065	2.050	4.210	5.396	4.192	4.717	2.752	-0.074	-4.507	-9.049	1.954	2.709	-3.116	-1.180	-2.113	-1.101	5.742	5.492	7.592	12.497	10.467	7.699	4.680	4	ScrambledCars
-2.248	-2.642	-1.547	-8.983	-4.417	-4.466	6.220	8.433	11.470	9.625	6.012	4.814	-0.092	-3.182	-0.625	-11.019	-5.845	-5.016	-4.645	-8.463	-4.343	0.663	2.466	-0.391	7.158	11.892	6.140	7.710	4	Cars
-9.624	-1.214	-0.471	-1.691	-8.124	-7.382	-4.439	0.311	2.481	1.004	1.290	1.936	-0.624	-1.992	-8.494	-2.044	0.601	-4.837	0.650	2.590	-2.264	-3.162	0.148	4.014	12.013	14.120	6.969	6.535	4	ScrambledCars
-15.242	-11.824	-8.548	-6.529	-5.892	-5.257	-1.457	-1.142	0.856	3.577	6.633	6.418	1.987	-0.431	-10.552	-6.883	-1.022	0.114	1.705	-0.983	-0.040	1.897	3.622	9.557	8.102	15.467	11.727	9.492	4	Faces
-8.365	-9.314	-9.879	-6.059	-4.026	-2.346	1.355	1.050	3.593	-3.000	3.500	2.554	-4.859	-8.498	0.384	-5.660	2.961	4.964	-1.558	-4.905	-5.564	1.410	-0.015	0.399	11.592	13.554	5.765	3.627	4	ScrambledFaces
0.591	-3.457	-0.020	-5.687	-1.551	-3.429	-5.852	-5.755	-5.613	-4.151	-2.178	-4.901	-3.377	0.902	0.739	1.526	6.600	3.202	5.718	3.203	2.563	4.844	6.644	0.632	1.590	3.590	1.562	-0.701	4	Cars
-7.846	-7.479	-5.283	-8.295	-3.476	-0.780	5.606	7.697	10.040	7.398	11.315	10.712	8.068	0.128	-15.887	-12.538	-11.339	-7.102	-9.974	-5.364	-7.934	-4.787	-3.735	9.686	9.735	15.159	12.054	10.736	4	ScrambledCars
-14.836	-9.695	-8.790	-10.217	-6.890	-7.237	4.116	3.970	6.868	12.737	13.535	12.009	7.081	1.056	-13.868	-8.913	-7.567	-11.395	-4.644	-7.597	-4.111	0.409	-8.545	10.575	7.544	13.219	13.510	4.574	4	Faces
-4.986	-2.764	-6.040	-3.513	-2.366	-2.228	4.843	-3.028	2.186	7.670	10.926	8.372	5.199	1.422	-7.867	-6.532	-3.913	-6.677	-4.890	-4.769	-1.634	-10.391	-2.861	4.354	9.624	14.944	8.263	9.044	4	Faces
-15.244	-9.248	-12.583	-6.259	-1.547	-12.116	-1.899	-4.728	0.945	0.971	0.267	3.413	1.880	4.345	-9.456	-4.326	-1.385	2.171	5.340	-1.873	0.284	6.592	6.167	14.001	12.012	10.893	12.355	6.929	4	Faces
-17.831	-8.572	-9.354	-7.694	-2.302	-2.245	5.892	5.804	7.124	8.398	10.151	7.217	10.378	1.733	-21.322	-14.913	-11.379	-9.195	-11.081	-11.264	-6.957	-0.634	-2.954	14.234	13.827	15.214	17.455	13.024	4	ScrambledCars
1.884	2.751	-3.685	-2.503	0.495	-2.738	1.447	-2.855	-2.090	5.493	4.047	-0.690	1.686	1.520	-4.846	-0.274	0.892	-6.410	3.673	-0.220	2.255	1.686	2.502	4.376	1.747	0.042	2.383	-0.902	4	Cars
-13.011	-12.302	-5.667	-10.528	-3.292	-1.179	4.944	2.827	8.582	6.733	14.785	12.415	5.544	-3.076	-14.229	-14.622	-10.327	-0.757	-9.692	-14.329	-9.889	-7.926	-3.991	6.620	9.834	16.048	14.168	15.503	4	Faces
-6.343	0.469	-3.481	-4.763	-1.060	-3.191	0.504	2.485	-0.256	9.053	3.408	4.642	1.105	-1.187	-3.631	-5.109	-4.228	4.987	-3.697	-5.417	-5.137	-4.540	-3.071	2.199	3.383	14.235	6.630	6.133	4	Faces
-12.479	-9.134	-7.130	-8.081	-9.033	-9.256	1.700	-1.831	3.861	9.709	-0.653	7.048	0.735	-5.827	-9.814	-11.589	-2.378	4.342	-3.327	-14.912	-11.537	2.286	4.158	8.186	16.967	22.509	12.427	11.171	4	ScrambledCars
-14.621	-6.174	-7.557	-4.168	0.565	-2.282	5.131	4.900	7.455	2.615	10.943	9.135	1.753	-1.890	-15.690	-4.672	-8.255	-3.547	-6.971	-5.611	-2.395	-5.354	2.480	6.693	14.289	13.247	8.697	9.671	4	ScrambledCars
9.537	-5.853	-5.493	-7.133	-10.378	-10.270	-5.893	-13.700	-8.973	0.317	-0.652	-2.177	-1.299	-0.812	11.258	1.493	0.351	7.522	1.030	-0.547	-5.071	0.819	4.488	2.099	5.159	9.869	5.506	3.390	4	Faces
3.403	-1.423	3.131	-4.451	-5.292	-2.460	-5.754	0.157	-2.796	-1.107	-0.376	-2.825	-9.180	-9.421	3.783	-6.183	-4.162	5.314	-4.444	-6.116	-5.255	-2.275	-3.811	-2.238	7.643	9.318	0.033	0.127	4	ScrambledFaces
-18.616	-1.092	-7.772	0.880	-2.454	-4.258	-3.234	-5.610	0.066	-1.926	1.776	9.409	0.653	-2.530	-19.514	1.067	1.677	-1.169	5.298	4.663	2.568	1.101	3.315	6.693	10.276	10.582	11.142	7.071	4	Faces
-14.041	-9.804	-11.699	-6.067	-3.966	-6.146	7.455	1.781	5.893	10.065	7.666	9.909	4.626	0.174	-15.322	-12.812	-8.298	-8.443	-5.465	-9.625	-2.614	-5.927	0.144	12.610	15.817	22.058	16.740	13.318	4	ScrambledFaces
0.957	-9.950	-11.039	-8.385	-8.919	-7.913	-2.754	-3.249	-1.360	0.950	-3.705	-1.465	-3.745	-1.714	2.285	-1.978	1.918	5.650	2.994	0.836	-1.592	2.365	5.489	6.180	12.007	17.843	6.547	6.029	4	ScrambledCars
-3.276	-0.454	5.754	-1.319	-0.600	1.506	-3.569	0.114	-5.220	1.395	1.627	1.164	-6.217	-8.982	-9.535	-0.870	-2.843	-2.458	-0.616	-1.990	-6.765	-2.766	1.856	1.489	6.230	5.190	1.757	3.007	4	Cars
